Date,Product ID,Units Sold,Price,Revenue,Store ID,Stock Level,Restock_Date,Warehouse/Store ID,AvgPrice,Cost,demand_lag_1,demand_lag_7,demand_lag_30,rolling_demand_7,rolling_demand_30,volatility_7,volatility_30,inventory_ratio,days_until_stockout,low_stock,overstock
2022-01-22,P0001,264,72.31,19089.84,S003,2679,06-02-2022,S003,54.62,22.18,264.0,23.0,,160.71428571428572,71.0909090909091,128.81991860178854,95.6854514944964,16.669333333333334,16.669333333333334,0,1
2022-01-23,P0001,264,72.31,19089.84,S003,1399,05-02-2022,S003,54.62,37.48,264.0,23.0,,195.14285714285717,79.47826086956522,117.59595879029824,101.77196862023423,7.169106881405563,7.169106881405563,0,1
2022-01-24,P0001,264,72.31,19089.84,S003,3277,04-02-2022,S003,54.62,23.24,264.0,23.0,,229.57142857142856,87.16666666666667,91.0894379952237,106.42313685459104,14.274424393279403,14.274424393279403,0,1
2022-01-25,P0001,264,72.31,19089.84,S003,1146,03-02-2022,S003,54.62,29.9,264.0,23.0,,264.0,94.24,0.0,110.0216948303076,4.340909090909091,4.340909090909091,0,1
2022-01-26,P0001,23,24.71,568.33,S004,4587,04-02-2022,S004,54.62,23.77,264.0,264.0,,229.57142857142856,91.5,91.0894379952237,108.70041398265234,19.980709396390793,19.980709396390793,0,1
2022-01-27,P0001,23,24.71,568.33,S004,2856,08-02-2022,S004,54.62,34.56,23.0,264.0,,195.14285714285717,88.96296296296296,117.59595879029824,107.40164784636202,14.635431918008782,14.635431918008782,0,1
2022-01-28,P0001,23,24.71,568.33,S004,3723,09-02-2022,S004,54.62,23.2,23.0,264.0,,160.71428571428572,86.60714285714286,128.81991860178854,106.1286219242217,23.165333333333333,23.165333333333333,0,1
2022-01-29,P0001,53,21.2,1123.6,S005,2478,31-01-2022,S005,54.62,35.99,23.0,264.0,,130.57142857142858,85.44827586206897,125.26087064317296,104.402923538327,18.9781181619256,18.9781181619256,0,1
2022-01-30,P0001,350,41.72,14602.0,S001,1569,05-02-2022,S001,54.62,33.29,53.0,264.0,,142.85714285714286,94.26666666666668,143.42876114576714,113.38884374160216,10.983,10.983,0,1
2022-01-31,P0001,350,41.72,14602.0,S001,3557,04-02-2022,S001,54.62,23.54,350.0,264.0,127.0,155.14285714285714,101.7,158.43340196165346,122.54827338785654,22.927255985267035,22.927255985267035,0,1
2022-02-01,P0001,350,41.72,14602.0,S001,2707,03-02-2022,S001,54.62,22.69,350.0,264.0,23.0,167.42857142857142,112.6,171.10898782438554,129.64396870155454,16.168088737201366,16.168088737201366,0,1
2022-02-02,P0001,350,41.72,14602.0,S001,4312,02-02-2022,S001,54.62,32.37,350.0,23.0,22.0,214.14285714285717,123.53333333333332,169.73845426756677,135.4409741225467,20.136090727151434,20.136090727151434,0,1
2022-02-03,P0001,350,41.72,14602.0,S001,3449,01-02-2022,S001,54.62,22.36,350.0,23.0,22.0,260.85714285714283,134.46666666666667,152.48653336325427,140.12007986583933,13.221796276013144,13.221796276013144,0,1
2022-02-04,P0001,350,41.72,14602.0,S001,4174,31-01-2022,S001,54.62,27.99,350.0,23.0,22.0,307.57142857142856,145.4,112.25544848374052,143.79046057275195,13.570831398049235,13.570831398049235,0,1
2022-02-05,P0001,114,73.48,8376.72,S003,2082,31-01-2022,S003,54.62,23.85,350.0,53.0,22.0,316.2857142857143,148.46666666666667,89.19961563017766,142.03829821889423,6.582655826558265,6.582655826558265,0,1
2022-02-06,P0001,114,73.48,8376.72,S003,2152,01-02-2022,S003,54.62,37.62,114.0,350.0,22.0,282.57142857142856,151.53333333333333,115.15620860792694,140.19487258402344,7.615773508594541,7.615773508594541,0,1
2022-02-07,P0001,114,73.48,8376.72,S003,4302,02-02-2022,S003,54.62,37.26,114.0,350.0,22.0,248.8571428571429,154.6,126.14730618266432,138.25653317480962,17.28702640642939,17.28702640642939,0,1
2022-02-08,P0001,114,73.48,8376.72,S003,1146,03-02-2022,S003,54.62,29.9,114.0,350.0,22.0,215.14285714285717,157.66666666666666,126.14730618266432,136.21922830833955,5.326693227091633,5.326693227091633,0,1
2022-02-09,P0001,114,73.48,8376.72,S003,3277,04-02-2022,S003,54.62,23.24,114.0,350.0,22.0,181.42857142857144,160.73333333333332,115.15620860792691,134.07844675807317,18.062204724409447,18.062204724409447,0,1
2022-02-10,P0001,114,73.48,8376.72,S003,1399,05-02-2022,S003,54.62,37.48,114.0,350.0,22.0,147.71428571428572,163.8,89.1996156301776,131.8291475278932,9.470986460348161,9.470986460348161,0,1
2022-02-11,P0001,114,73.48,8376.72,S003,2679,06-02-2022,S003,54.62,22.18,114.0,350.0,22.0,114.0,166.86666666666667,0.0,129.46567467688195,23.5,23.5,0,1
2022-02-12,P0001,114,73.48,8376.72,S003,2516,07-02-2022,S003,54.62,29.43,114.0,114.0,23.0,114.0,169.9,0.0,127.02167884480082,22.07017543859649,22.07017543859649,0,1
2022-02-13,P0001,114,73.48,8376.72,S003,4324,08-02-2022,S003,54.62,22.06,114.0,114.0,23.0,114.0,172.93333333333334,0.0,124.4532687073908,37.92982456140351,37.92982456140351,0,1
2022-02-14,P0001,114,73.48,8376.72,S003,2396,09-02-2022,S003,54.62,26.34,114.0,114.0,23.0,114.0,175.96666666666667,0.0,121.75257083834872,21.017543859649123,21.017543859649123,0,1
2022-02-15,P0001,53,21.2,1123.6,S005,3508,09-02-2022,S005,54.62,27.32,114.0,114.0,23.0,105.28571428571428,176.96666666666667,23.05583285356265,120.57033527002582,33.318860244233385,33.318860244233385,0,1
2022-02-16,P0001,53,21.2,1123.6,S005,2881,08-02-2022,S005,54.62,25.63,53.0,114.0,23.0,96.57142857142856,177.96666666666667,29.764952224930084,119.36772605268354,29.832840236686394,29.832840236686394,0,1
2022-02-17,P0001,53,21.2,1123.6,S005,2903,07-02-2022,S005,54.62,33.22,53.0,114.0,23.0,87.85714285714286,178.96666666666667,32.60587151331559,118.14412102738471,33.042276422764225,33.042276422764225,0,1
2022-02-18,P0001,53,21.2,1123.6,S005,2631,06-02-2022,S005,54.62,35.24,53.0,114.0,264.0,79.14285714285714,171.93333333333334,32.60587151331558,119.18340932139532,33.24368231046932,33.24368231046932,0,1
2022-02-19,P0001,53,21.2,1123.6,S005,2219,05-02-2022,S005,54.62,29.37,53.0,114.0,264.0,70.42857142857143,164.9,29.764952224930035,119.7872683350464,31.50709939148073,31.50709939148073,0,1
2022-02-20,P0001,53,21.2,1123.6,S005,1301,04-02-2022,S005,54.62,32.16,53.0,114.0,264.0,61.71428571428572,157.86666666666667,23.05583285356255,119.96227376319932,21.081018518518515,21.081018518518515,0,1
2022-02-21,P0001,53,21.2,1123.6,S005,2682,03-02-2022,S005,54.62,23.78,53.0,114.0,264.0,53.0,150.83333333333334,0.0,119.71030645380692,50.60377358490566,50.60377358490566,0,1
2022-02-22,P0001,53,21.2,1123.6,S005,4458,02-02-2022,S005,54.62,36.43,53.0,53.0,264.0,53.0,143.8,0.0,119.02865490987946,84.11320754716981,84.11320754716981,0,1
2022-02-23,P0001,53,21.2,1123.6,S005,3690,01-02-2022,S005,54.62,27.44,53.0,53.0,264.0,53.0,136.76666666666668,0.0,117.90986719358644,69.62264150943396,69.62264150943396,0,1
2022-02-24,P0001,264,72.31,19089.84,S003,4302,02-02-2022,S003,54.62,37.26,53.0,53.0,264.0,83.14285714285714,136.76666666666668,79.75050380494686,117.90986719358644,51.74226804123712,51.74226804123712,0,1
2022-02-25,P0001,264,72.31,19089.84,S003,2152,01-02-2022,S003,54.62,37.62,264.0,53.0,23.0,113.28571428571428,144.8,102.9574576960702,118.10118397023976,18.996216897856243,18.996216897856243,0,1
2022-02-26,P0001,264,72.31,19089.84,S003,2082,31-01-2022,S003,54.62,23.85,264.0,53.0,23.0,143.42857142857142,152.83333333333334,112.78424408704306,117.72647530825742,14.515936254980081,14.515936254980081,0,1
2022-02-27,P0001,67,67.49,4521.83,S005,2478,31-01-2022,S005,54.62,35.99,264.0,53.0,23.0,145.42857142857142,154.3,111.02380697078311,116.31886910705772,17.039292730844796,17.039292730844796,0,1
2022-02-28,P0001,2,66.3,132.6,S001,3449,01-02-2022,S001,54.62,22.36,67.0,53.0,53.0,138.14285714285714,152.6,119.4535175586841,118.20776565889808,24.966907962771458,24.966907962771458,0,1
2022-03-01,P0001,2,66.3,132.6,S001,4174,31-01-2022,S001,54.62,27.99,2.0,53.0,350.0,130.85714285714286,141.0,126.83904311032488,115.20536385980022,31.897379912663755,31.897379912663755,0,1
2022-03-02,P0001,5,62.7,313.5,S001,4174,31-01-2022,S001,54.62,27.99,2.0,53.0,350.0,124.0,129.5,132.902219695534,110.75656748644435,33.66129032258065,33.66129032258065,0,1
2022-03-03,P0001,5,62.7,313.5,S001,3449,01-02-2022,S001,54.62,22.36,5.0,264.0,350.0,87.0,118.0,123.12324448833095,104.82431936833396,39.64367816091954,39.64367816091954,0,1
2022-03-04,P0001,5,62.7,313.5,S001,4312,02-02-2022,S001,54.62,32.37,5.0,264.0,350.0,50.0,106.5,97.26938538581044,97.13721187595657,86.24,86.24,0,1
2022-03-05,P0001,5,62.7,313.5,S001,2707,03-02-2022,S001,54.62,22.69,5.0,264.0,350.0,13.0,95.0,23.8537208837526,87.23254691558252,208.23076923076923,208.23076923076923,0,1
2022-03-06,P0001,5,62.7,313.5,S001,3557,04-02-2022,S001,54.62,23.54,5.0,67.0,350.0,4.142857142857143,83.5,1.4638501094137206,74.22786445849673,858.5862068965516,858.5862068965516,0,1
2022-03-07,P0001,5,62.7,313.5,S001,1569,05-02-2022,S001,54.62,33.29,5.0,2.0,114.0,4.571428571428571,79.86666666666666,1.1338934190159895,75.34277227002819,343.21875,343.21875,0,1
2022-03-08,P0001,5,62.7,313.5,S001,1830,06-02-2022,S001,54.62,24.62,5.0,2.0,114.0,5.0,76.23333333333333,0.0,76.26256067638653,366.0,366.0,0,1
2022-03-09,P0001,5,62.7,313.5,S001,2568,07-02-2022,S001,54.62,30.58,5.0,5.0,114.0,5.0,72.6,0.0,76.99422280163351,513.6,513.6,0,1
2022-03-10,P0001,5,62.7,313.5,S001,1850,08-02-2022,S001,54.62,33.44,5.0,5.0,114.0,5.0,68.96666666666667,0.0,77.54308405691296,370.0,370.0,0,1
2022-03-11,P0001,5,62.7,313.5,S001,2996,09-02-2022,S001,54.62,25.25,5.0,5.0,114.0,5.0,65.33333333333333,0.0,77.91300778181517,599.2,599.2,0,1
2022-03-12,P0001,5,62.7,313.5,S001,4322,10-02-2022,S001,54.62,24.88,5.0,5.0,114.0,5.0,61.7,0.0,78.10653643890987,864.4,864.4,0,1
2022-03-13,P0001,97,41.28,4004.16,S005,3508,09-02-2022,S005,54.62,27.32,5.0,5.0,114.0,18.142857142857142,61.13333333333333,34.77273151684855,77.7749775084299,193.35433070866142,193.35433070866142,0,1
2022-03-14,P0001,97,41.28,4004.16,S005,2881,08-02-2022,S005,54.62,25.63,97.0,5.0,114.0,31.285714285714285,60.56666666666667,44.89140335563228,77.43770948688183,92.08675799086758,92.08675799086758,0,1
2022-03-15,P0001,97,41.28,4004.16,S005,2903,07-02-2022,S005,54.62,33.22,97.0,5.0,114.0,44.42857142857143,60.0,49.17606851188588,77.0946574471704,65.34083601286173,65.34083601286173,0,1
2022-03-16,P0001,97,41.28,4004.16,S005,2631,06-02-2022,S005,54.62,35.24,97.0,5.0,114.0,57.57142857142857,59.43333333333333,49.1760685118859,76.74574382597575,45.69975186104219,45.69975186104219,0,1
2022-03-17,P0001,97,41.28,4004.16,S005,2219,05-02-2022,S005,54.62,29.37,97.0,5.0,53.0,70.71428571428571,60.9,44.89140335563235,77.03843644347391,31.37979797979798,31.37979797979798,0,1
2022-03-18,P0001,97,41.28,4004.16,S005,1301,04-02-2022,S005,54.62,32.16,97.0,5.0,53.0,83.85714285714286,62.36666666666667,34.7727315168487,77.30123937683922,15.514480408858603,15.514480408858603,0,1
2022-03-19,P0001,97,41.28,4004.16,S005,2682,03-02-2022,S005,54.62,23.78,97.0,5.0,53.0,97.0,63.833333333333336,0.0,77.5344565597966,27.649484536082475,27.649484536082475,0,1
2022-03-20,P0001,97,41.28,4004.16,S005,4458,02-02-2022,S005,54.62,36.43,97.0,97.0,53.0,97.0,65.3,0.0,77.7383542669764,45.95876288659794,45.95876288659794,0,1
2022-03-21,P0001,97,41.28,4004.16,S005,3690,01-02-2022,S005,54.62,27.44,97.0,97.0,53.0,97.0,66.76666666666667,0.0,77.9131626847494,38.04123711340206,38.04123711340206,0,1
2022-03-22,P0001,97,41.28,4004.16,S005,2478,31-01-2022,S005,54.62,35.99,97.0,97.0,53.0,97.0,68.23333333333333,0.0,78.05907724428903,25.54639175257732,25.54639175257732,0,1
2022-03-23,P0001,96,48.08,4615.68,S002,2685,31-01-2022,S002,54.62,31.87,97.0,97.0,53.0,96.85714285714286,69.66666666666667,0.3779644729923608,78.16443027950461,27.721238938053098,27.721238938053098,0,1
2022-03-24,P0001,96,48.08,4615.68,S002,4820,01-02-2022,S002,54.62,35.08,96.0,97.0,53.0,96.71428571428572,71.1,0.4879500364611844,78.2424833891189,49.83751846381092,49.83751846381092,0,1
2022-03-25,P0001,2,66.3,132.6,S001,4312,02-02-2022,S001,54.62,32.37,96.0,97.0,53.0,83.14285714285714,69.4,35.78374198537901,79.19752695546791,51.86254295532646,51.86254295532646,0,1
2022-03-26,P0001,350,41.72,14602.0,S001,1830,06-02-2022,S001,54.62,24.62,2.0,97.0,264.0,119.28571428571428,72.26666666666667,107.67190021188485,87.59543891973044,15.341317365269463,15.341317365269463,0,1
2022-03-27,P0001,2,66.3,132.6,S001,2707,03-02-2022,S001,54.62,22.69,350.0,97.0,264.0,105.71428571428572,63.53333333333333,116.56859823828236,80.60193089726704,25.606756756756756,25.606756756756756,0,1
2022-03-28,P0001,2,66.3,132.6,S001,1569,05-02-2022,S001,54.62,33.29,2.0,97.0,264.0,92.14285714285714,54.8,123.09945649951578,71.85109122584585,17.027906976744188,17.027906976744188,0,1
2022-03-29,P0001,67,67.49,4521.83,S005,3690,01-02-2022,S005,54.62,27.44,2.0,97.0,67.0,87.85714285714286,54.8,123.42396927046292,71.85109122584585,42.0,42.0,0,1
2022-03-30,P0001,67,67.49,4521.83,S005,4458,02-02-2022,S005,54.62,36.43,67.0,96.0,2.0,83.71428571428571,56.96666666666667,123.59168565038972,71.1809173058745,53.25255972696246,53.25255972696246,0,1
2022-03-31,P0001,67,67.49,4521.83,S005,2682,03-02-2022,S005,54.62,23.78,67.0,96.0,2.0,79.57142857142857,59.13333333333333,123.59727227688198,70.43545998279916,33.70556552962298,33.70556552962298,0,1
2022-04-01,P0001,67,67.49,4521.83,S005,1301,04-02-2022,S005,54.62,32.16,67.0,2.0,5.0,88.85714285714286,61.2,119.16015633231956,69.69806804822619,14.641479099678456,14.641479099678456,0,1
2022-04-02,P0001,67,67.49,4521.83,S005,2219,05-02-2022,S005,54.62,29.37,67.0,350.0,5.0,48.42857142857143,63.266666666666666,31.71675237082705,68.88868248640439,45.82005899705015,45.82005899705015,0,1
2022-04-03,P0001,67,67.49,4521.83,S005,2631,06-02-2022,S005,54.62,35.24,67.0,2.0,5.0,57.71428571428572,65.33333333333333,24.567690745599418,68.00473276295493,45.58663366336633,45.58663366336633,0,1
2022-04-04,P0001,67,67.49,4521.83,S005,2903,07-02-2022,S005,54.62,33.22,67.0,2.0,5.0,67.0,67.4,0.0,67.04326961000632,43.32835820895522,43.32835820895522,0,1
2022-04-05,P0001,67,67.49,4521.83,S005,2881,08-02-2022,S005,54.62,25.63,67.0,67.0,5.0,67.0,69.46666666666667,0.0,66.00090560158915,43.0,43.0,0,1
2022-04-06,P0001,67,67.49,4521.83,S005,3508,09-02-2022,S005,54.62,27.32,67.0,67.0,5.0,67.0,71.53333333333333,0.0,64.87374121206955,52.35820895522388,52.35820895522388,0,1
2022-04-07,P0001,341,90.22,30765.02,S002,2172,09-02-2022,S002,54.62,36.08,67.0,67.0,5.0,106.14285714285714,82.73333333333333,103.56226560452818,80.18768214517793,20.46298788694482,20.46298788694482,0,1
2022-04-08,P0001,341,90.22,30765.02,S002,2065,08-02-2022,S002,54.62,35.0,341.0,67.0,5.0,145.28571428571428,93.93333333333334,133.69830999394898,91.60783483031813,14.213372664700099,14.213372664700099,0,1
2022-04-09,P0001,341,90.22,30765.02,S002,3546,07-02-2022,S002,54.62,37.22,341.0,67.0,5.0,184.42857142857144,105.13333333333334,146.4591605680085,100.47086842612065,19.226955848179703,19.226955848179703,0,1
2022-04-10,P0001,341,90.22,30765.02,S002,3849,06-02-2022,S002,54.62,24.87,341.0,67.0,5.0,223.57142857142856,116.33333333333331,146.4591605680085,107.41165843527452,17.21597444089457,17.21597444089457,0,1
2022-04-11,P0001,341,90.22,30765.02,S002,4110,05-02-2022,S002,54.62,31.58,341.0,67.0,5.0,262.7142857142857,127.53333333333332,133.69830999394898,112.7856475747272,15.64437194127243,15.64437194127243,0,1
2022-04-12,P0001,341,90.22,30765.02,S002,1815,04-02-2022,S002,54.62,34.82,341.0,67.0,97.0,301.85714285714283,135.66666666666666,103.56226560452818,119.12738280233192,6.012778040700426,6.012778040700426,0,1
2022-04-13,P0001,341,90.22,30765.02,S002,2930,03-02-2022,S002,54.62,30.85,341.0,67.0,97.0,341.0,143.8,0.0,124.60016051354025,8.592375366568914,8.592375366568914,0,1
2022-04-14,P0001,341,90.22,30765.02,S002,2819,02-02-2022,S002,54.62,32.62,341.0,341.0,97.0,341.0,151.93333333333334,0.0,129.31435457384677,8.266862170087977,8.266862170087977,0,1
2022-04-15,P0001,341,90.22,30765.02,S002,4820,01-02-2022,S002,54.62,35.08,341.0,341.0,97.0,341.0,160.06666666666666,0.0,133.35044143115928,14.134897360703812,14.134897360703812,0,1
2022-04-16,P0001,341,90.22,30765.02,S002,2685,31-01-2022,S002,54.62,31.87,341.0,341.0,97.0,341.0,168.2,0.0,136.7684678319657,7.873900293255132,7.873900293255132,0,1
2022-04-17,P0001,147,28.46,4183.62,S001,3449,01-02-2022,S001,54.62,22.36,341.0,341.0,97.0,313.2857142857143,169.86666666666667,73.32510776378996,136.1742629319412,11.009119927040585,11.009119927040585,0,1
2022-04-18,P0001,2,66.3,132.6,S001,4322,10-02-2022,S001,54.62,24.88,147.0,341.0,97.0,264.85714285714283,166.7,136.60945376196645,139.0023939262967,16.318230852211435,16.318230852211435,0,1
2022-04-19,P0001,2,66.3,132.6,S001,2996,09-02-2022,S001,54.62,25.25,2.0,341.0,97.0,216.42857142857144,163.53333333333333,162.7122789290523,141.70093162357293,13.842904290429042,13.842904290429042,0,1
2022-04-20,P0001,2,66.3,132.6,S001,1850,08-02-2022,S001,54.62,33.44,2.0,341.0,97.0,168.0,160.36666666666667,169.7527613913836,144.27714788662422,11.011904761904763,11.011904761904763,0,1
2022-04-21,P0001,2,66.3,132.6,S001,2568,07-02-2022,S001,54.62,30.58,2.0,341.0,97.0,119.57142857142856,157.2,160.26317641394024,146.73748551468503,21.476702508960578,21.476702508960578,0,1
2022-04-22,P0001,2,66.3,132.6,S001,1830,06-02-2022,S001,54.62,24.62,2.0,341.0,96.0,71.14285714285714,154.06666666666666,130.6910205681434,149.07437008450495,25.722891566265062,25.722891566265062,0,1
2022-04-23,P0001,2,66.3,132.6,S001,3557,04-02-2022,S001,54.62,23.54,2.0,341.0,96.0,22.714285714285715,150.93333333333334,54.804848586338274,151.30807425029676,156.59748427672955,156.59748427672955,0,1
2022-04-24,P0001,96,48.08,4615.68,S002,2819,02-02-2022,S002,54.62,32.62,2.0,147.0,2.0,15.428571428571429,154.06666666666666,35.52866046286788,149.07437008450495,182.71296296296296,182.71296296296296,0,1
2022-04-25,P0001,350,41.72,14602.0,S001,2568,07-02-2022,S001,54.62,30.58,96.0,2.0,350.0,65.14285714285714,154.06666666666666,130.40376856955817,149.07437008450495,39.42105263157895,39.42105263157895,0,1
2022-04-26,P0001,350,41.72,14602.0,S001,2996,09-02-2022,S001,54.62,25.25,350.0,2.0,2.0,114.85714285714286,165.66666666666666,164.25937677083422,150.36744267324607,26.08457711442786,26.08457711442786,0,1
2022-04-27,P0001,36,32.68,1176.48,S001,2996,09-02-2022,S001,54.62,25.25,350.0,2.0,2.0,119.71428571428572,166.8,160.83295090011285,149.21504962463652,25.026252983293553,25.026252983293553,0,1
2022-04-28,P0001,36,32.68,1176.48,S001,1850,08-02-2022,S001,54.62,33.44,36.0,2.0,67.0,124.57142857142856,165.76666666666668,157.15688249098648,150.03509551120848,14.850917431192663,14.850917431192663,0,1
2022-04-29,P0001,36,32.68,1176.48,S001,2568,07-02-2022,S001,54.62,30.58,36.0,2.0,67.0,129.42857142857142,164.73333333333332,153.21320345938116,150.84336094183885,19.841059602649008,19.841059602649008,0,1
2022-04-30,P0001,36,32.68,1176.48,S001,1830,06-02-2022,S001,54.62,24.62,36.0,2.0,67.0,134.28571428571428,163.7,148.9806634944217,151.64003429173968,13.627659574468085,13.627659574468085,0,1
2022-05-01,P0001,36,32.68,1176.48,S001,1569,05-02-2022,S001,54.62,33.29,36.0,96.0,67.0,125.71428571428572,162.66666666666666,153.21631145291977,152.42529732419024,12.480681818181818,12.480681818181818,0,1
2022-05-02,P0001,36,32.68,1176.48,S001,3557,04-02-2022,S001,54.62,23.54,36.0,350.0,67.0,80.85714285714286,161.63333333333333,118.68084452489748,153.1993254989503,43.99116607773851,43.99116607773851,0,1
2022-05-03,P0001,36,32.68,1176.48,S001,2707,03-02-2022,S001,54.62,22.69,36.0,350.0,67.0,36.0,160.6,0.0,153.96228826208232,75.19444444444444,75.19444444444444,0,1
2022-05-04,P0001,36,32.68,1176.48,S001,4312,02-02-2022,S001,54.62,32.37,36.0,36.0,67.0,36.0,159.56666666666666,0.0,154.7143493185343,119.77777777777777,119.77777777777777,0,1
2022-05-05,P0001,36,32.68,1176.48,S001,3449,01-02-2022,S001,54.62,22.36,36.0,36.0,67.0,36.0,158.53333333333333,0.0,155.45566688871807,95.80555555555556,95.80555555555556,0,1
2022-05-06,P0001,36,32.68,1176.48,S001,4174,31-01-2022,S001,54.62,27.99,36.0,36.0,67.0,36.0,157.5,0.0,156.18639395021705,115.94444444444444,115.94444444444444,0,1
2022-05-07,P0001,77,70.33,5415.41,S005,2478,31-01-2022,S005,54.62,35.99,36.0,36.0,341.0,41.85714285714285,148.7,15.496543393379309,152.89350587232607,59.20136518771333,59.20136518771333,0,1
2022-05-08,P0001,36,32.68,1176.48,S001,4322,10-02-2022,S001,54.62,24.88,77.0,36.0,341.0,41.85714285714285,138.53333333333333,15.496543393379309,149.77425158144368,103.25597269624576,103.25597269624576,0,1
2022-05-09,P0001,77,70.33,5415.41,S005,3690,01-02-2022,S005,54.62,27.44,36.0,36.0,341.0,47.71428571428572,129.73333333333332,20.00595149544568,145.15246047383823,77.33532934131735,77.33532934131735,0,1
2022-05-10,P0001,77,70.33,5415.41,S005,2682,03-02-2022,S005,54.62,23.78,77.0,36.0,341.0,53.57142857142857,120.93333333333334,21.915421836819466,139.8067467498675,50.064,50.064,0,1
2022-05-11,P0001,77,70.33,5415.41,S005,1301,04-02-2022,S005,54.62,32.16,77.0,36.0,341.0,59.42857142857143,112.13333333333334,21.915421836819448,133.65027273559463,21.891826923076923,21.891826923076923,0,1
