Product ID,Inventory Level,Restock_Date,Store ID,AvgPrice,Cost
P0014,4798,01-02-2022,S001,56.10098039215686,36.04
P0015,2275,01-02-2022,S001,56.78431372549019,33.5
P0016,2016,01-02-2022,S001,54.23431372549019,35.87
P0017,4773,01-02-2022,S001,52.1358,33.42
P0018,3343,01-02-2022,S001,57.3886,26.17
P0019,4796,01-02-2022,S001,55.3658,36.97
P0020,3767,01-02-2022,S001,56.9964,32.02
P0001,4820,01-02-2022,S002,54.62,35.08
P0002,1337,01-02-2022,S002,62.52392156862745,41.82
P0003,1878,01-02-2022,S002,52.47,25.99
P0004,2076,01-02-2022,S002,59.90313725490196,25.94
P0005,1791,01-02-2022,S002,58.20862745098039,27.26
P0006,4993,01-02-2022,S002,57.11627450980392,30.16
P0007,3264,01-02-2022,S002,57.154705882352935,36.89
P0008,1763,01-02-2022,S002,54.893137254901966,36.13
P0009,3235,01-02-2022,S002,56.76176470588235,22.82
P0010,1379,01-02-2022,S002,58.38823529411765,32.3
P0011,1492,01-02-2022,S002,57.14274509803922,30.01
P0012,4112,01-02-2022,S002,58.3956862745098,27.25
P0013,2180,01-02-2022,S002,56.28823529411764,24.54
P0014,3062,01-02-2022,S002,56.10098039215686,28.12
P0015,4884,01-02-2022,S002,56.78431372549019,38.78
P0016,1064,01-02-2022,S002,54.23431372549019,26.95
P0017,4928,01-02-2022,S002,52.1358,28.97
P0018,4910,01-02-2022,S002,57.3886,35.06
P0019,3568,01-02-2022,S002,55.3658,28.19
P0020,2367,01-02-2022,S002,56.9964,39.41
P0001,2152,01-02-2022,S003,54.62,37.62
P0002,3027,01-02-2022,S003,62.52392156862745,29.73
P0003,3695,01-02-2022,S003,52.47,28.82
P0004,2495,01-02-2022,S003,59.90313725490196,29.37
P0005,4134,01-02-2022,S003,58.20862745098039,28.26
P0006,2162,01-02-2022,S003,57.11627450980392,23.48
P0007,2522,01-02-2022,S003,57.154705882352935,33.31
P0008,3640,01-02-2022,S003,54.893137254901966,30.24
P0009,1391,01-02-2022,S003,56.76176470588235,23.58
P0010,2698,01-02-2022,S003,58.38823529411765,28.24
P0011,1418,01-02-2022,S003,57.14274509803922,38.43
P0012,3336,01-02-2022,S003,58.3956862745098,27.56
P0013,1378,01-02-2022,S003,56.28823529411764,24.96
P0014,2796,01-02-2022,S003,56.10098039215686,30.68
P0015,4561,01-02-2022,S003,56.78431372549019,39.5
P0016,3278,01-02-2022,S003,54.23431372549019,25.63
P0017,4065,01-02-2022,S003,52.1358,31.37
P0018,3088,01-02-2022,S003,57.3886,36.07
P0019,4099,01-02-2022,S003,55.3658,26.09
P0020,3182,01-02-2022,S003,56.9964,35.25
P0001,1200,01-02-2022,S004,54.62,27.87
P0002,2863,01-02-2022,S004,62.52392156862745,36.87
P0003,1779,01-02-2022,S004,52.47,30.96
P0004,3977,01-02-2022,S004,59.90313725490196,33.59
P0005,4104,01-02-2022,S004,58.20862745098039,24.86
P0006,4119,01-02-2022,S004,57.11627450980392,37.16
P0007,1502,01-02-2022,S004,57.154705882352935,28.36
P0008,3454,01-02-2022,S004,54.893137254901966,25.03
P0009,4645,01-02-2022,S004,56.76176470588235,23.4
P0010,2751,01-02-2022,S004,58.38823529411765,33.71
P0011,1804,01-02-2022,S004,57.14274509803922,34.47
P0012,3146,01-02-2022,S004,58.3956862745098,23.65
P0013,3731,01-02-2022,S004,56.28823529411764,31.16
P0014,2895,01-02-2022,S004,56.10098039215686,26.25
P0015,3773,01-02-2022,S004,56.78431372549019,33.7
P0016,2570,01-02-2022,S004,54.23431372549019,24.53
P0017,1960,01-02-2022,S004,52.1358,31.66
P0018,4810,01-02-2022,S004,57.3886,29.61
P0019,3660,01-02-2022,S004,55.3658,37.71
P0020,2485,01-02-2022,S004,56.9964,25.15
P0001,3690,01-02-2022,S005,54.62,27.44
P0002,4840,01-02-2022,S005,62.52392156862745,27.14
P0003,2028,01-02-2022,S005,52.47,35.54
P0004,4289,01-02-2022,S005,59.90313725490196,39.73
P0005,1502,01-02-2022,S005,58.20862745098039,27.79
P0006,3814,01-02-2022,S005,57.11627450980392,34.16
P0007,1397,01-02-2022,S005,57.154705882352935,36.87
P0008,1870,01-02-2022,S005,54.893137254901966,31.1
P0009,3842,01-02-2022,S005,56.76176470588235,31.72
P0010,1392,01-02-2022,S005,58.38823529411765,27.59
P0011,1206,01-02-2022,S005,57.14274509803922,24.45
P0012,2038,01-02-2022,S005,58.3956862745098,39.08
P0013,2881,01-02-2022,S005,56.28823529411764,37.72
P0014,4625,01-02-2022,S005,56.10098039215686,33.1
P0015,3939,01-02-2022,S005,56.78431372549019,28.49
P0016,2484,01-02-2022,S005,54.23431372549019,27.38
P0017,4762,01-02-2022,S005,52.1358,32.21
P0018,4646,01-02-2022,S005,57.3886,38.4
P0019,1863,01-02-2022,S005,55.3658,36.88
P0020,3790,01-02-2022,S005,56.9964,36.13
P0001,4312,02-02-2022,S001,54.62,32.37
P0002,1563,02-02-2022,S001,62.52392156862745,26.59
P0003,2020,02-02-2022,S001,52.47,23.53
P0004,1095,02-02-2022,S001,59.90313725490196,40.11
P0005,2923,02-02-2022,S001,58.20862745098039,33.87
P0006,2757,02-02-2022,S001,57.11627450980392,23.0
P0007,3532,02-02-2022,S001,57.154705882352935,24.6
P0008,4478,02-02-2022,S001,54.893137254901966,32.88
P0009,3278,02-02-2022,S001,56.76176470588235,22.79
P0010,3796,02-02-2022,S001,58.38823529411765,26.17
P0011,2678,02-02-2022,S001,57.14274509803922,32.26
P0012,4242,02-02-2022,S001,58.3956862745098,35.48
P0013,1540,02-02-2022,S001,56.28823529411764,33.52
P0014,2059,02-02-2022,S001,56.10098039215686,26.21
P0015,3572,02-02-2022,S001,56.78431372549019,34.85
P0016,2183,02-02-2022,S001,54.23431372549019,25.55
P0017,4910,02-02-2022,S001,52.1358,25.94
P0018,2722,02-02-2022,S001,57.3886,35.81
P0019,4314,02-02-2022,S001,55.3658,32.94
P0020,4157,02-02-2022,S001,56.9964,37.32
P0001,2819,02-02-2022,S002,54.62,32.62
P0002,3625,02-02-2022,S002,62.52392156862745,35.67
P0003,3729,02-02-2022,S002,52.47,22.46
P0004,3604,02-02-2022,S002,59.90313725490196,30.57
P0005,2597,02-02-2022,S002,58.20862745098039,27.91
P0006,4060,02-02-2022,S002,57.11627450980392,27.03
P0007,3693,02-02-2022,S002,57.154705882352935,39.55
P0008,1795,02-02-2022,S002,54.893137254901966,28.43
P0009,2051,02-02-2022,S002,56.76176470588235,37.89
P0010,2643,02-02-2022,S002,58.38823529411765,34.41
P0011,4627,02-02-2022,S002,57.14274509803922,36.48
P0012,2363,02-02-2022,S002,58.3956862745098,32.16
P0013,4869,02-02-2022,S002,56.28823529411764,32.26
P0014,2981,02-02-2022,S002,56.10098039215686,30.73
P0015,2354,02-02-2022,S002,56.78431372549019,26.04
P0016,2663,02-02-2022,S002,54.23431372549019,33.45
P0017,2529,02-02-2022,S002,52.1358,25.25
P0018,3038,02-02-2022,S002,57.3886,23.37
P0019,4419,02-02-2022,S002,55.3658,32.87
P0020,2496,02-02-2022,S002,56.9964,25.83
P0001,4302,02-02-2022,S003,54.62,37.26
P0002,3237,02-02-2022,S003,62.52392156862745,42.9
P0003,4296,02-02-2022,S003,52.47,35.39
P0004,2408,02-02-2022,S003,59.90313725490196,30.61
P0005,2400,02-02-2022,S003,58.20862745098039,23.55
P0006,2306,02-02-2022,S003,57.11627450980392,38.75
P0007,3680,02-02-2022,S003,57.154705882352935,30.2
P0008,3675,02-02-2022,S003,54.893137254901966,37.88
P0009,1972,02-02-2022,S003,56.76176470588235,39.11
P0010,2768,02-02-2022,S003,58.38823529411765,38.3
P0011,2282,02-02-2022,S003,57.14274509803922,27.9
P0012,4430,02-02-2022,S003,58.3956862745098,30.1
P0013,1709,02-02-2022,S003,56.28823529411764,36.89
P0014,2479,02-02-2022,S003,56.10098039215686,27.77
P0015,2434,02-02-2022,S003,56.78431372549019,25.6
P0016,1648,02-02-2022,S003,54.23431372549019,30.75
P0017,1317,02-02-2022,S003,52.1358,35.5
P0018,4748,02-02-2022,S003,57.3886,34.94
P0019,4296,02-02-2022,S003,55.3658,31.61
P0020,4890,02-02-2022,S003,56.9964,24.46
P0001,2257,02-02-2022,S004,54.62,31.93
P0002,1683,02-02-2022,S004,62.52392156862745,43.58
P0003,1663,02-02-2022,S004,52.47,23.19
P0004,2998,02-02-2022,S004,59.90313725490196,33.28
P0005,4898,02-02-2022,S004,58.20862745098039,38.6
P0006,4445,02-02-2022,S004,57.11627450980392,35.54
P0007,4743,02-02-2022,S004,57.154705882352935,34.81
P0008,2631,02-02-2022,S004,54.893137254901966,33.53
P0009,2495,02-02-2022,S004,56.76176470588235,28.83
P0010,4304,02-02-2022,S004,58.38823529411765,28.5
P0011,4763,02-02-2022,S004,57.14274509803922,36.73
P0012,2136,02-02-2022,S004,58.3956862745098,37.55
P0013,2853,02-02-2022,S004,56.28823529411764,37.16
P0014,2520,02-02-2022,S004,56.10098039215686,37.81
P0015,3489,02-02-2022,S004,56.78431372549019,31.42
P0016,1563,02-02-2022,S004,54.23431372549019,29.85
P0017,2291,02-02-2022,S004,52.1358,33.34
P0018,4581,02-02-2022,S004,57.3886,34.15
P0019,4878,02-02-2022,S004,55.3658,33.81
P0020,4457,02-02-2022,S004,56.9964,36.41
P0001,4458,02-02-2022,S005,54.62,36.43
P0002,4184,02-02-2022,S005,62.52392156862745,31.35
P0003,2636,02-02-2022,S005,52.47,26.9
P0004,4696,02-02-2022,S005,59.90313725490196,25.65
P0005,3999,02-02-2022,S005,58.20862745098039,33.38
P0006,4152,02-02-2022,S005,57.11627450980392,23.46
P0007,1698,02-02-2022,S005,57.154705882352935,30.85
P0008,3160,02-02-2022,S005,54.893137254901966,30.89
P0009,1001,02-02-2022,S005,56.76176470588235,27.58
P0010,1641,02-02-2022,S005,58.38823529411765,33.7
P0011,3267,02-02-2022,S005,57.14274509803922,23.38
P0012,2589,02-02-2022,S005,58.3956862745098,24.01
P0013,1854,02-02-2022,S005,56.28823529411764,36.41
P0014,2759,02-02-2022,S005,56.10098039215686,28.5
P0015,4296,02-02-2022,S005,56.78431372549019,24.88
P0016,3432,02-02-2022,S005,54.23431372549019,30.19
P0017,4474,02-02-2022,S005,52.1358,32.9
P0018,2661,02-02-2022,S005,57.3886,26.67
P0019,2153,02-02-2022,S005,55.3658,32.49
P0020,2076,02-02-2022,S005,56.9964,24.26
P0001,2707,03-02-2022,S001,54.62,22.69
P0002,3777,03-02-2022,S001,62.52392156862745,34.98
P0003,2695,03-02-2022,S001,52.47,29.5
P0004,2733,03-02-2022,S001,59.90313725490196,35.42
P0005,2439,03-02-2022,S001,58.20862745098039,35.96
P0006,3294,03-02-2022,S001,57.11627450980392,39.57
P0007,1835,03-02-2022,S001,57.154705882352935,31.71
P0008,4510,03-02-2022,S001,54.893137254901966,27.28
P0009,1202,03-02-2022,S001,56.76176470588235,36.25
P0010,4255,03-02-2022,S001,58.38823529411765,28.1
P0011,1122,03-02-2022,S001,57.14274509803922,30.38
P0012,1400,03-02-2022,S001,58.3956862745098,24.73
P0013,1766,03-02-2022,S001,56.28823529411764,22.94
P0014,1293,03-02-2022,S001,56.10098039215686,38.64
P0015,3327,03-02-2022,S001,56.78431372549019,36.95
P0016,4908,03-02-2022,S001,54.23431372549019,33.02
P0017,3931,03-02-2022,S001,52.1358,27.25
P0018,4681,03-02-2022,S001,57.3886,25.94
P0019,1197,03-02-2022,S001,55.3658,24.74
P0020,4029,03-02-2022,S001,56.9964,27.08
P0001,2930,03-02-2022,S002,54.62,30.85
P0002,4582,03-02-2022,S002,62.52392156862745,38.41
P0003,3799,03-02-2022,S002,52.47,31.38
P0004,3191,03-02-2022,S002,59.90313725490196,28.99
P0005,1608,03-02-2022,S002,58.20862745098039,39.96
P0006,4272,03-02-2022,S002,57.11627450980392,35.49
P0007,2147,03-02-2022,S002,57.154705882352935,32.37
P0008,1186,03-02-2022,S002,54.893137254901966,32.03
P0009,4397,03-02-2022,S002,56.76176470588235,29.85
P0010,3511,03-02-2022,S002,58.38823529411765,27.69
P0011,4420,03-02-2022,S002,57.14274509803922,28.96
P0012,2794,03-02-2022,S002,58.3956862745098,36.63
P0013,1659,03-02-2022,S002,56.28823529411764,22.76
P0014,3811,03-02-2022,S002,56.10098039215686,24.39
P0015,4002,03-02-2022,S002,56.78431372549019,23.5
P0016,2955,03-02-2022,S002,54.23431372549019,22.36
P0017,3450,03-02-2022,S002,52.1358,34.23
P0018,2369,03-02-2022,S002,57.3886,35.07
P0019,2986,03-02-2022,S002,55.3658,30.02
P0020,2534,03-02-2022,S002,56.9964,24.47
P0001,1146,03-02-2022,S003,54.62,29.9
P0002,4219,03-02-2022,S003,62.52392156862745,33.89
P0003,3911,03-02-2022,S003,52.47,23.71
P0004,2734,03-02-2022,S003,59.90313725490196,31.76
P0005,2843,03-02-2022,S003,58.20862745098039,30.24
P0006,1488,03-02-2022,S003,57.11627450980392,33.4
P0007,3976,03-02-2022,S003,57.154705882352935,33.75
P0008,2959,03-02-2022,S003,54.893137254901966,22.7
P0009,2663,03-02-2022,S003,56.76176470588235,29.08
P0010,3598,03-02-2022,S003,58.38823529411765,34.32
P0011,3385,03-02-2022,S003,57.14274509803922,31.48
P0012,3919,03-02-2022,S003,58.3956862745098,38.36
P0013,1640,03-02-2022,S003,56.28823529411764,33.64
P0014,2802,03-02-2022,S003,56.10098039215686,25.18
P0015,3520,03-02-2022,S003,56.78431372549019,23.92
P0016,2969,03-02-2022,S003,54.23431372549019,32.15
P0017,3198,03-02-2022,S003,52.1358,21.27
P0018,2438,03-02-2022,S003,57.3886,33.04
P0019,4369,03-02-2022,S003,55.3658,37.76
P0020,2634,03-02-2022,S003,56.9964,32.64
P0001,1262,03-02-2022,S004,54.62,28.21
P0002,2787,03-02-2022,S004,62.52392156862745,37.08
P0003,3191,03-02-2022,S004,52.47,28.2
P0004,3393,03-02-2022,S004,59.90313725490196,33.77
P0005,1623,03-02-2022,S004,58.20862745098039,39.72
P0006,2016,03-02-2022,S004,57.11627450980392,29.46
P0007,4643,03-02-2022,S004,57.154705882352935,39.34
P0008,1880,03-02-2022,S004,54.893137254901966,36.87
P0009,3049,03-02-2022,S004,56.76176470588235,26.04
P0010,3944,03-02-2022,S004,58.38823529411765,24.57
P0011,2327,03-02-2022,S004,57.14274509803922,24.58
P0012,3301,03-02-2022,S004,58.3956862745098,23.68
P0013,4723,03-02-2022,S004,56.28823529411764,24.11
P0014,1452,03-02-2022,S004,56.10098039215686,33.94
P0015,4108,03-02-2022,S004,56.78431372549019,23.93
P0016,2183,03-02-2022,S004,54.23431372549019,26.88
P0017,4062,03-02-2022,S004,52.1358,34.07
P0018,3056,03-02-2022,S004,57.3886,23.36
P0019,4304,03-02-2022,S004,55.3658,35.67
P0020,4170,03-02-2022,S004,56.9964,27.62
P0001,2682,03-02-2022,S005,54.62,23.78
P0002,3863,03-02-2022,S005,62.52392156862745,38.08
P0003,3255,03-02-2022,S005,52.47,30.89
P0004,2154,03-02-2022,S005,59.90313725490196,39.73
P0005,1403,03-02-2022,S005,58.20862745098039,36.12
P0006,3199,03-02-2022,S005,57.11627450980392,36.61
P0007,3101,03-02-2022,S005,57.154705882352935,27.7
P0008,4191,03-02-2022,S005,54.893137254901966,24.88
P0009,2696,03-02-2022,S005,56.76176470588235,35.49
P0010,4991,03-02-2022,S005,58.38823529411765,37.49
P0011,1627,03-02-2022,S005,57.14274509803922,39.84
P0012,1586,03-02-2022,S005,58.3956862745098,30.59
P0013,2648,03-02-2022,S005,56.28823529411764,28.8
P0014,2443,03-02-2022,S005,56.10098039215686,35.51
P0015,2445,03-02-2022,S005,56.78431372549019,28.52
P0016,1103,03-02-2022,S005,54.23431372549019,36.84
P0017,4923,03-02-2022,S005,52.1358,34.28
P0018,1253,03-02-2022,S005,57.3886,30.34
P0019,4298,03-02-2022,S005,55.3658,34.62
P0020,4183,03-02-2022,S005,56.9964,35.7
P0001,3557,04-02-2022,S001,54.62,23.54
P0002,2496,04-02-2022,S001,62.52392156862745,41.94
P0003,1098,04-02-2022,S001,52.47,28.94
P0004,3200,04-02-2022,S001,59.90313725490196,38.81
P0005,2884,04-02-2022,S001,58.20862745098039,28.87
P0006,3961,04-02-2022,S001,57.11627450980392,38.19
P0007,2919,04-02-2022,S001,57.154705882352935,29.54
P0008,1877,04-02-2022,S001,54.893137254901966,22.14
P0009,1337,04-02-2022,S001,56.76176470588235,38.12
P0010,4777,04-02-2022,S001,58.38823529411765,24.95
P0011,3869,04-02-2022,S001,57.14274509803922,28.33
P0012,4234,04-02-2022,S001,58.3956862745098,40.0
P0013,4791,04-02-2022,S001,56.28823529411764,38.57
P0014,1956,04-02-2022,S001,56.10098039215686,32.09
P0015,2704,04-02-2022,S001,56.78431372549019,33.48
P0016,1160,04-02-2022,S001,54.23431372549019,28.99
P0017,2603,04-02-2022,S001,52.1358,25.44
P0018,3848,04-02-2022,S001,57.3886,28.61
P0019,1397,04-02-2022,S001,55.3658,33.32
P0020,2300,04-02-2022,S001,56.9964,35.66
P0001,1815,04-02-2022,S002,54.62,34.82
P0002,4987,04-02-2022,S002,62.52392156862745,39.82
P0003,2527,04-02-2022,S002,52.47,22.42
P0004,2919,04-02-2022,S002,59.90313725490196,32.85
P0005,2415,04-02-2022,S002,58.20862745098039,24.29
P0006,2158,04-02-2022,S002,57.11627450980392,32.26
P0007,2218,04-02-2022,S002,57.154705882352935,30.43
P0008,1400,04-02-2022,S002,54.893137254901966,36.58
P0009,1639,04-02-2022,S002,56.76176470588235,28.68
P0010,4104,04-02-2022,S002,58.38823529411765,25.41
P0011,3735,04-02-2022,S002,57.14274509803922,25.31
P0012,1459,04-02-2022,S002,58.3956862745098,36.7
P0013,1954,04-02-2022,S002,56.28823529411764,32.95
P0014,4954,04-02-2022,S002,56.10098039215686,24.14
P0015,1469,04-02-2022,S002,56.78431372549019,24.15
P0016,4446,04-02-2022,S002,54.23431372549019,33.1
P0017,2045,04-02-2022,S002,52.1358,21.99
P0018,3797,04-02-2022,S002,57.3886,37.11
P0019,2693,04-02-2022,S002,55.3658,33.88
P0020,3085,04-02-2022,S002,56.9964,24.19
P0001,3277,04-02-2022,S003,54.62,23.24
P0002,4436,04-02-2022,S003,62.52392156862745,43.52
P0003,1562,04-02-2022,S003,52.47,26.88
P0004,3485,04-02-2022,S003,59.90313725490196,30.62
P0005,2799,04-02-2022,S003,58.20862745098039,37.48
P0006,4354,04-02-2022,S003,57.11627450980392,39.08
P0007,3074,04-02-2022,S003,57.154705882352935,39.77
P0008,1225,04-02-2022,S003,54.893137254901966,34.36
P0009,4348,04-02-2022,S003,56.76176470588235,29.11
P0010,1797,04-02-2022,S003,58.38823529411765,24.82
P0011,4680,04-02-2022,S003,57.14274509803922,36.18
P0012,3331,04-02-2022,S003,58.3956862745098,33.14
P0013,3926,04-02-2022,S003,56.28823529411764,29.68
P0014,1959,04-02-2022,S003,56.10098039215686,37.69
P0015,2504,04-02-2022,S003,56.78431372549019,24.61
P0016,1452,04-02-2022,S003,54.23431372549019,29.71
P0017,4067,04-02-2022,S003,52.1358,21.03
P0018,4900,04-02-2022,S003,57.3886,31.02
P0019,1815,04-02-2022,S003,55.3658,23.08
P0020,1658,04-02-2022,S003,56.9964,24.83
P0001,4587,04-02-2022,S004,54.62,23.77
P0002,1546,04-02-2022,S004,62.52392156862745,37.19
P0003,2215,04-02-2022,S004,52.47,32.73
P0004,4120,04-02-2022,S004,59.90313725490196,34.44
P0005,4583,04-02-2022,S004,58.20862745098039,40.09
P0006,1016,04-02-2022,S004,57.11627450980392,29.27
P0007,4243,04-02-2022,S004,57.154705882352935,27.76
P0008,2243,04-02-2022,S004,54.893137254901966,36.26
P0009,3205,04-02-2022,S004,56.76176470588235,26.51
P0010,3524,04-02-2022,S004,58.38823529411765,40.23
P0011,2069,04-02-2022,S004,57.14274509803922,23.07
P0012,4444,04-02-2022,S004,58.3956862745098,40.35
P0013,3565,04-02-2022,S004,56.28823529411764,23.24
P0014,3146,04-02-2022,S004,56.10098039215686,37.44
P0015,4963,04-02-2022,S004,56.78431372549019,31.7
P0016,2768,04-02-2022,S004,54.23431372549019,37.85
P0017,2060,04-02-2022,S004,52.1358,22.01
P0018,3327,04-02-2022,S004,57.3886,32.49
P0019,4420,04-02-2022,S004,55.3658,38.25
P0020,3544,04-02-2022,S004,56.9964,31.74
P0001,1301,04-02-2022,S005,54.62,32.16
P0002,1180,04-02-2022,S005,62.52392156862745,38.06
P0003,1606,04-02-2022,S005,52.47,28.14
P0004,4170,04-02-2022,S005,59.90313725490196,35.24
P0005,1699,04-02-2022,S005,58.20862745098039,33.49
P0006,1992,04-02-2022,S005,57.11627450980392,38.29
P0007,2139,04-02-2022,S005,57.154705882352935,23.64
P0008,1190,04-02-2022,S005,54.893137254901966,26.58
P0009,3300,04-02-2022,S005,56.76176470588235,38.89
P0010,1980,04-02-2022,S005,58.38823529411765,38.95
P0011,3975,04-02-2022,S005,57.14274509803922,30.67
P0012,3006,04-02-2022,S005,58.3956862745098,34.22
P0013,2184,04-02-2022,S005,56.28823529411764,27.2
P0014,4327,04-02-2022,S005,56.10098039215686,25.61
P0015,4394,04-02-2022,S005,56.78431372549019,30.61
P0016,1127,04-02-2022,S005,54.23431372549019,27.44
P0017,3065,04-02-2022,S005,52.1358,29.98
