Date,Product ID,Units Sold,Price,Revenue,Store ID,Stock Level,Restock_Date,Warehouse/Store ID,AvgPrice,Cost,demand_lag_1,demand_lag_7,demand_lag_30,rolling_demand_7,rolling_demand_30,volatility_7,volatility_30
2022-01-24,P0001,264,72.31,19089.84,S003,3277,04-02-2022,S003,54.62,23.24,264.0,23.0,,229.57142857142858,87.16666666666667,91.0894379952237,106.42313685459104
2022-01-25,P0001,264,72.31,19089.84,S003,1146,03-02-2022,S003,54.62,29.9,264.0,23.0,,264.0,94.24,0.0,110.0216948303076
2022-01-26,P0001,23,24.71,568.33,S004,4587,04-02-2022,S004,54.62,23.77,264.0,264.0,,229.57142857142858,91.5,91.0894379952237,108.70041398265234
2022-01-27,P0001,23,24.71,568.33,S004,2856,08-02-2022,S004,54.62,34.56,23.0,264.0,,195.14285714285714,88.96296296296296,117.59595879029823,107.40164784636202
2022-01-28,P0001,23,24.71,568.33,S004,3723,09-02-2022,S004,54.62,23.2,23.0,264.0,,160.71428571428572,86.60714285714286,128.81991860178854,106.1286219242217
2022-01-29,P0001,53,21.2,1123.6,S005,2478,31-01-2022,S005,54.62,35.99,23.0,264.0,,130.57142857142858,85.44827586206897,125.26087064317296,104.402923538327
2022-01-30,P0001,350,41.72,14602.0,S001,1569,05-02-2022,S001,54.62,33.29,53.0,264.0,,142.85714285714286,94.26666666666667,143.42876114576714,113.38884374160217
2022-01-31,P0001,350,41.72,14602.0,S001,3557,04-02-2022,S001,54.62,23.54,350.0,264.0,127.0,155.14285714285714,101.7,158.43340196165346,122.54827338785654
2022-02-01,P0001,350,41.72,14602.0,S001,2707,03-02-2022,S001,54.62,22.69,350.0,264.0,23.0,167.42857142857142,112.6,171.10898782438554,129.64396870155454
2022-02-02,P0001,350,41.72,14602.0,S001,4312,02-02-2022,S001,54.62,32.37,350.0,23.0,22.0,214.14285714285714,123.53333333333333,169.73845426756677,135.4409741225467
2022-02-03,P0001,350,41.72,14602.0,S001,3449,01-02-2022,S001,54.62,22.36,350.0,23.0,22.0,260.85714285714283,134.46666666666667,152.48653336325427,140.12007986583933
2022-02-04,P0001,350,41.72,14602.0,S001,4174,31-01-2022,S001,54.62,27.99,350.0,23.0,22.0,307.57142857142856,145.4,112.25544848374051,143.79046057275195
2022-02-05,P0001,114,73.48,8376.72,S003,2082,31-01-2022,S003,54.62,23.85,350.0,53.0,22.0,316.2857142857143,148.46666666666667,89.19961563017766,142.03829821889425
2022-02-06,P0001,114,73.48,8376.72,S003,2152,01-02-2022,S003,54.62,37.62,114.0,350.0,22.0,282.57142857142856,151.53333333333333,115.15620860792694,140.19487258402344
2022-02-07,P0001,114,73.48,8376.72,S003,4302,02-02-2022,S003,54.62,37.26,114.0,350.0,22.0,248.85714285714286,154.6,126.14730618266432,138.25653317480962
2022-02-08,P0001,114,73.48,8376.72,S003,1146,03-02-2022,S003,54.62,29.9,114.0,350.0,22.0,215.14285714285714,157.66666666666666,126.14730618266431,136.21922830833955
2022-02-09,P0001,114,73.48,8376.72,S003,3277,04-02-2022,S003,54.62,23.24,114.0,350.0,22.0,181.42857142857142,160.73333333333332,115.15620860792691,134.07844675807317
2022-02-10,P0001,114,73.48,8376.72,S003,1399,05-02-2022,S003,54.62,37.48,114.0,350.0,22.0,147.71428571428572,163.8,89.1996156301776,131.8291475278932
2022-02-11,P0001,114,73.48,8376.72,S003,2679,06-02-2022,S003,54.62,22.18,114.0,350.0,22.0,114.0,166.86666666666667,0.0,129.46567467688195
2022-02-12,P0001,114,73.48,8376.72,S003,2516,07-02-2022,S003,54.62,29.43,114.0,114.0,23.0,114.0,169.9,0.0,127.02167884480082
2022-02-13,P0001,114,73.48,8376.72,S003,4324,08-02-2022,S003,54.62,22.06,114.0,114.0,23.0,114.0,172.93333333333334,0.0,124.4532687073908
2022-02-14,P0001,114,73.48,8376.72,S003,2396,09-02-2022,S003,54.62,26.34,114.0,114.0,23.0,114.0,175.96666666666667,0.0,121.75257083834873
2022-02-15,P0001,53,21.2,1123.6,S005,3508,09-02-2022,S005,54.62,27.32,114.0,114.0,23.0,105.28571428571429,176.96666666666667,23.055832853562652,120.57033527002582
2022-02-16,P0001,53,21.2,1123.6,S005,2881,08-02-2022,S005,54.62,25.63,53.0,114.0,23.0,96.57142857142857,177.96666666666667,29.764952224930084,119.36772605268354
2022-02-17,P0001,53,21.2,1123.6,S005,2903,07-02-2022,S005,54.62,33.22,53.0,114.0,23.0,87.85714285714286,178.96666666666667,32.60587151331559,118.14412102738473
2022-02-18,P0001,53,21.2,1123.6,S005,2631,06-02-2022,S005,54.62,35.24,53.0,114.0,264.0,79.14285714285714,171.93333333333334,32.60587151331558,119.18340932139533
2022-02-19,P0001,53,21.2,1123.6,S005,2219,05-02-2022,S005,54.62,29.37,53.0,114.0,264.0,70.42857142857143,164.9,29.764952224930035,119.7872683350464
2022-02-20,P0001,53,21.2,1123.6,S005,1301,04-02-2022,S005,54.62,32.16,53.0,114.0,264.0,61.714285714285715,157.86666666666667,23.05583285356255,119.96227376319932
2022-02-21,P0001,53,21.2,1123.6,S005,2682,03-02-2022,S005,54.62,23.78,53.0,114.0,264.0,53.0,150.83333333333334,0.0,119.71030645380692
2022-02-22,P0001,53,21.2,1123.6,S005,4458,02-02-2022,S005,54.62,36.43,53.0,53.0,264.0,53.0,143.8,0.0,119.02865490987946
2022-02-23,P0001,53,21.2,1123.6,S005,3690,01-02-2022,S005,54.62,27.44,53.0,53.0,264.0,53.0,136.76666666666668,0.0,117.90986719358645
2022-02-24,P0001,264,72.31,19089.84,S003,4302,02-02-2022,S003,54.62,37.26,53.0,53.0,264.0,83.14285714285714,136.76666666666668,79.75050380494686,117.90986719358644
2022-02-25,P0001,264,72.31,19089.84,S003,2152,01-02-2022,S003,54.62,37.62,264.0,53.0,23.0,113.28571428571429,144.8,102.9574576960702,118.10118397023975
2022-02-26,P0001,264,72.31,19089.84,S003,2082,31-01-2022,S003,54.62,23.85,264.0,53.0,23.0,143.42857142857142,152.83333333333334,112.78424408704306,117.72647530825742
2022-02-27,P0001,67,67.49,4521.83,S005,2478,31-01-2022,S005,54.62,35.99,264.0,53.0,23.0,145.42857142857142,154.3,111.02380697078311,116.31886910705771
2022-02-28,P0001,2,66.3,132.6,S001,3449,01-02-2022,S001,54.62,22.36,67.0,53.0,53.0,138.14285714285714,152.6,119.4535175586841,118.20776565889807
2022-03-01,P0001,2,66.3,132.6,S001,4174,31-01-2022,S001,54.62,27.99,2.0,53.0,350.0,130.85714285714286,141.0,126.83904311032487,115.20536385980022
2022-03-02,P0001,5,62.7,313.5,S001,4174,31-01-2022,S001,54.62,27.99,2.0,53.0,350.0,124.0,129.5,132.902219695534,110.75656748644437
2022-03-03,P0001,5,62.7,313.5,S001,3449,01-02-2022,S001,54.62,22.36,5.0,264.0,350.0,87.0,118.0,123.12324448833095,104.82431936833397
2022-03-04,P0001,5,62.7,313.5,S001,4312,02-02-2022,S001,54.62,32.37,5.0,264.0,350.0,50.0,106.5,97.26938538581044,97.13721187595657
2022-03-05,P0001,5,62.7,313.5,S001,2707,03-02-2022,S001,54.62,22.69,5.0,264.0,350.0,13.0,95.0,23.853720883752597,87.23254691558252
2022-03-06,P0001,5,62.7,313.5,S001,3557,04-02-2022,S001,54.62,23.54,5.0,67.0,350.0,4.142857142857143,83.5,1.4638501094137206,74.22786445849673
2022-03-07,P0001,5,62.7,313.5,S001,1569,05-02-2022,S001,54.62,33.29,5.0,2.0,114.0,4.571428571428571,79.86666666666666,1.1338934190159895,75.34277227002819
2022-03-08,P0001,5,62.7,313.5,S001,1830,06-02-2022,S001,54.62,24.62,5.0,2.0,114.0,5.0,76.23333333333333,0.0,76.26256067638653
2022-03-09,P0001,5,62.7,313.5,S001,2568,07-02-2022,S001,54.62,30.58,5.0,5.0,114.0,5.0,72.6,0.0,76.99422280163351
2022-03-10,P0001,5,62.7,313.5,S001,1850,08-02-2022,S001,54.62,33.44,5.0,5.0,114.0,5.0,68.96666666666667,0.0,77.54308405691296
2022-03-11,P0001,5,62.7,313.5,S001,2996,09-02-2022,S001,54.62,25.25,5.0,5.0,114.0,5.0,65.33333333333333,0.0,77.91300778181517
2022-03-12,P0001,5,62.7,313.5,S001,4322,10-02-2022,S001,54.62,24.88,5.0,5.0,114.0,5.0,61.7,0.0,78.10653643890987
2022-03-13,P0001,97,41.28,4004.16,S005,3508,09-02-2022,S005,54.62,27.32,5.0,5.0,114.0,18.142857142857142,61.13333333333333,34.77273151684855,77.7749775084299
2022-03-14,P0001,97,41.28,4004.16,S005,2881,08-02-2022,S005,54.62,25.63,97.0,5.0,114.0,31.285714285714285,60.56666666666667,44.89140335563228,77.43770948688183
2022-03-15,P0001,97,41.28,4004.16,S005,2903,07-02-2022,S005,54.62,33.22,97.0,5.0,114.0,44.42857142857143,60.0,49.17606851188588,77.0946574471704
2022-03-16,P0001,97,41.28,4004.16,S005,2631,06-02-2022,S005,54.62,35.24,97.0,5.0,114.0,57.57142857142857,59.43333333333333,49.1760685118859,76.74574382597575
2022-03-17,P0001,97,41.28,4004.16,S005,2219,05-02-2022,S005,54.62,29.37,97.0,5.0,53.0,70.71428571428571,60.9,44.89140335563235,77.03843644347391
2022-03-18,P0001,97,41.28,4004.16,S005,1301,04-02-2022,S005,54.62,32.16,97.0,5.0,53.0,83.85714285714286,62.36666666666667,34.7727315168487,77.30123937683922
2022-03-19,P0001,97,41.28,4004.16,S005,2682,03-02-2022,S005,54.62,23.78,97.0,5.0,53.0,97.0,63.833333333333336,0.0,77.5344565597966
2022-03-20,P0001,97,41.28,4004.16,S005,4458,02-02-2022,S005,54.62,36.43,97.0,97.0,53.0,97.0,65.3,0.0,77.7383542669764
2022-03-21,P0001,97,41.28,4004.16,S005,3690,01-02-2022,S005,54.62,27.44,97.0,97.0,53.0,97.0,66.76666666666667,0.0,77.9131626847494
2022-03-22,P0001,97,41.28,4004.16,S005,2478,31-01-2022,S005,54.62,35.99,97.0,97.0,53.0,97.0,68.23333333333333,0.0,78.05907724428903
2022-03-23,P0001,96,48.08,4615.68,S002,2685,31-01-2022,S002,54.62,31.87,97.0,97.0,53.0,96.85714285714286,69.66666666666667,0.3779644729923608,78.16443027950461
2022-03-24,P0001,96,48.08,4615.68,S002,4820,01-02-2022,S002,54.62,35.08,96.0,97.0,53.0,96.71428571428571,71.1,0.48795003646118446,78.2424833891189
2022-03-25,P0001,2,66.3,132.6,S001,4312,02-02-2022,S001,54.62,32.37,96.0,97.0,53.0,83.14285714285714,69.4,35.78374198537901,79.19752695546791
2022-03-26,P0001,350,41.72,14602.0,S001,1830,06-02-2022,S001,54.62,24.62,2.0,97.0,264.0,119.28571428571429,72.26666666666667,107.67190021188483,87.59543891973044
2022-03-27,P0001,2,66.3,132.6,S001,2707,03-02-2022,S001,54.62,22.69,350.0,97.0,264.0,105.71428571428571,63.53333333333333,116.56859823828236,80.60193089726704
2022-03-28,P0001,2,66.3,132.6,S001,1569,05-02-2022,S001,54.62,33.29,2.0,97.0,264.0,92.14285714285714,54.8,123.09945649951578,71.85109122584585
2022-03-29,P0001,67,67.49,4521.83,S005,3690,01-02-2022,S005,54.62,27.44,2.0,97.0,67.0,87.85714285714286,54.8,123.42396927046292,71.85109122584585
2022-03-30,P0001,67,67.49,4521.83,S005,4458,02-02-2022,S005,54.62,36.43,67.0,96.0,2.0,83.71428571428571,56.96666666666667,123.59168565038972,71.1809173058745
2022-03-31,P0001,67,67.49,4521.83,S005,2682,03-02-2022,S005,54.62,23.78,67.0,96.0,2.0,79.57142857142857,59.13333333333333,123.59727227688198,70.43545998279916
2022-04-01,P0001,67,67.49,4521.83,S005,1301,04-02-2022,S005,54.62,32.16,67.0,2.0,5.0,88.85714285714286,61.2,119.16015633231957,69.69806804822619
2022-04-02,P0001,67,67.49,4521.83,S005,2219,05-02-2022,S005,54.62,29.37,67.0,350.0,5.0,48.42857142857143,63.266666666666666,31.716752370827052,68.88868248640439
2022-04-03,P0001,67,67.49,4521.83,S005,2631,06-02-2022,S005,54.62,35.24,67.0,2.0,5.0,57.714285714285715,65.33333333333333,24.567690745599418,68.00473276295493
2022-04-04,P0001,67,67.49,4521.83,S005,2903,07-02-2022,S005,54.62,33.22,67.0,2.0,5.0,67.0,67.4,0.0,67.04326961000632
2022-04-05,P0001,67,67.49,4521.83,S005,2881,08-02-2022,S005,54.62,25.63,67.0,67.0,5.0,67.0,69.46666666666667,0.0,66.00090560158915
2022-04-06,P0001,67,67.49,4521.83,S005,3508,09-02-2022,S005,54.62,27.32,67.0,67.0,5.0,67.0,71.53333333333333,0.0,64.87374121206955
2022-04-07,P0001,341,90.22,30765.02,S002,2172,09-02-2022,S002,54.62,36.08,67.0,67.0,5.0,106.14285714285714,82.73333333333333,103.56226560452818,80.18768214517793
2022-04-08,P0001,341,90.22,30765.02,S002,2065,08-02-2022,S002,54.62,35.0,341.0,67.0,5.0,145.28571428571428,93.93333333333334,133.69830999394898,91.60783483031813
2022-04-09,P0001,341,90.22,30765.02,S002,3546,07-02-2022,S002,54.62,37.22,341.0,67.0,5.0,184.42857142857142,105.13333333333334,146.4591605680085,100.47086842612065
2022-04-10,P0001,341,90.22,30765.02,S002,3849,06-02-2022,S002,54.62,24.87,341.0,67.0,5.0,223.57142857142858,116.33333333333333,146.4591605680085,107.41165843527453
2022-04-11,P0001,341,90.22,30765.02,S002,4110,05-02-2022,S002,54.62,31.58,341.0,67.0,5.0,262.7142857142857,127.53333333333333,133.69830999394898,112.7856475747272
2022-04-12,P0001,341,90.22,30765.02,S002,1815,04-02-2022,S002,54.62,34.82,341.0,67.0,97.0,301.85714285714283,135.66666666666666,103.56226560452818,119.12738280233191
2022-04-13,P0001,341,90.22,30765.02,S002,2930,03-02-2022,S002,54.62,30.85,341.0,67.0,97.0,341.0,143.8,0.0,124.60016051354023
2022-04-14,P0001,341,90.22,30765.02,S002,2819,02-02-2022,S002,54.62,32.62,341.0,341.0,97.0,341.0,151.93333333333334,0.0,129.31435457384677
2022-04-15,P0001,341,90.22,30765.02,S002,4820,01-02-2022,S002,54.62,35.08,341.0,341.0,97.0,341.0,160.06666666666666,0.0,133.35044143115928
2022-04-16,P0001,341,90.22,30765.02,S002,2685,31-01-2022,S002,54.62,31.87,341.0,341.0,97.0,341.0,168.2,0.0,136.7684678319657
2022-04-17,P0001,147,28.46,4183.62,S001,3449,01-02-2022,S001,54.62,22.36,341.0,341.0,97.0,313.2857142857143,169.86666666666667,73.32510776378996,136.1742629319412
2022-04-18,P0001,2,66.3,132.6,S001,4322,10-02-2022,S001,54.62,24.88,147.0,341.0,97.0,264.85714285714283,166.7,136.60945376196645,139.0023939262967
2022-04-19,P0001,2,66.3,132.6,S001,2996,09-02-2022,S001,54.62,25.25,2.0,341.0,97.0,216.42857142857142,163.53333333333333,162.7122789290523,141.70093162357293
2022-04-20,P0001,2,66.3,132.6,S001,1850,08-02-2022,S001,54.62,33.44,2.0,341.0,97.0,168.0,160.36666666666667,169.7527613913836,144.27714788662422
2022-04-21,P0001,2,66.3,132.6,S001,2568,07-02-2022,S001,54.62,30.58,2.0,341.0,97.0,119.57142857142857,157.2,160.26317641394024,146.73748551468503
2022-04-22,P0001,2,66.3,132.6,S001,1830,06-02-2022,S001,54.62,24.62,2.0,341.0,96.0,71.14285714285714,154.06666666666666,130.69102056814341,149.07437008450495
2022-04-23,P0001,2,66.3,132.6,S001,3557,04-02-2022,S001,54.62,23.54,2.0,341.0,96.0,22.714285714285715,150.93333333333334,54.804848586338274,151.30807425029676
2022-04-24,P0001,96,48.08,4615.68,S002,2819,02-02-2022,S002,54.62,32.62,2.0,147.0,2.0,15.428571428571429,154.06666666666666,35.52866046286788,149.07437008450495
2022-04-25,P0001,350,41.72,14602.0,S001,2568,07-02-2022,S001,54.62,30.58,96.0,2.0,350.0,65.14285714285714,154.06666666666666,130.40376856955817,149.07437008450495
2022-04-26,P0001,350,41.72,14602.0,S001,2996,09-02-2022,S001,54.62,25.25,350.0,2.0,2.0,114.85714285714286,165.66666666666666,164.25937677083422,150.36744267324607
2022-04-27,P0001,36,32.68,1176.48,S001,2996,09-02-2022,S001,54.62,25.25,350.0,2.0,2.0,119.71428571428571,166.8,160.83295090011285,149.21504962463652
2022-04-28,P0001,36,32.68,1176.48,S001,1850,08-02-2022,S001,54.62,33.44,36.0,2.0,67.0,124.57142857142857,165.76666666666668,157.15688249098648,150.03509551120848
2022-04-29,P0001,36,32.68,1176.48,S001,2568,07-02-2022,S001,54.62,30.58,36.0,2.0,67.0,129.42857142857142,164.73333333333332,153.21320345938116,150.84336094183885
2022-04-30,P0001,36,32.68,1176.48,S001,1830,06-02-2022,S001,54.62,24.62,36.0,2.0,67.0,134.28571428571428,163.7,148.9806634944217,151.64003429173968
2022-05-01,P0001,36,32.68,1176.48,S001,1569,05-02-2022,S001,54.62,33.29,36.0,96.0,67.0,125.71428571428571,162.66666666666666,153.21631145291977,152.42529732419024
2022-05-02,P0001,36,32.68,1176.48,S001,3557,04-02-2022,S001,54.62,23.54,36.0,350.0,67.0,80.85714285714286,161.63333333333333,118.68084452489747,153.1993254989503
2022-05-03,P0001,36,32.68,1176.48,S001,2707,03-02-2022,S001,54.62,22.69,36.0,350.0,67.0,36.0,160.6,0.0,153.96228826208232
2022-05-04,P0001,36,32.68,1176.48,S001,4312,02-02-2022,S001,54.62,32.37,36.0,36.0,67.0,36.0,159.56666666666666,0.0,154.7143493185343
2022-05-05,P0001,36,32.68,1176.48,S001,3449,01-02-2022,S001,54.62,22.36,36.0,36.0,67.0,36.0,158.53333333333333,0.0,155.45566688871807
2022-05-06,P0001,36,32.68,1176.48,S001,4174,31-01-2022,S001,54.62,27.99,36.0,36.0,67.0,36.0,157.5,0.0,156.18639395021705
2022-05-07,P0001,77,70.33,5415.41,S005,2478,31-01-2022,S005,54.62,35.99,36.0,36.0,341.0,41.857142857142854,148.7,15.496543393379309,152.89350587232607
2022-05-08,P0001,36,32.68,1176.48,S001,4322,10-02-2022,S001,54.62,24.88,77.0,36.0,341.0,41.857142857142854,138.53333333333333,15.496543393379309,149.77425158144368
2022-05-09,P0001,77,70.33,5415.41,S005,3690,01-02-2022,S005,54.62,27.44,36.0,36.0,341.0,47.714285714285715,129.73333333333332,20.00595149544568,145.15246047383823
2022-05-10,P0001,77,70.33,5415.41,S005,2682,03-02-2022,S005,54.62,23.78,77.0,36.0,341.0,53.57142857142857,120.93333333333334,21.915421836819466,139.8067467498675
2022-05-11,P0001,77,70.33,5415.41,S005,1301,04-02-2022,S005,54.62,32.16,77.0,36.0,341.0,59.42857142857143,112.13333333333334,21.915421836819448,133.65027273559463
2022-05-12,P0001,77,70.33,5415.41,S005,2219,05-02-2022,S005,54.62,29.37,77.0,36.0,341.0,65.28571428571429,103.33333333333333,20.005951495445622,126.56478055984175
2022-05-13,P0001,77,70.33,5415.41,S005,2631,06-02-2022,S005,54.62,35.24,77.0,36.0,341.0,71.14285714285714,94.53333333333333,15.496543393379179,118.38357683550448
2022-05-14,P0001,77,70.33,5415.41,S005,2903,07-02-2022,S005,54.62,33.22,77.0,77.0,341.0,71.14285714285714,85.73333333333333,15.496543393379179,108.85990152907324
2022-05-15,P0001,77,70.33,5415.41,S005,2881,08-02-2022,S005,54.62,25.63,77.0,36.0,341.0,77.0,76.93333333333334,0.0,97.60155924889762
2022-05-16,P0001,77,70.33,5415.41,S005,3508,09-02-2022,S005,54.62,27.32,77.0,77.0,341.0,77.0,68.13333333333334,0.0,83.91322830792207
2022-05-17,P0001,408,89.6,36556.8,S005,3508,09-02-2022,S005,54.62,27.32,77.0,77.0,147.0,124.28571428571429,76.83333333333333,125.10624056605428,103.59406298170495
2022-05-18,P0001,408,89.6,36556.8,S005,2881,08-02-2022,S005,54.62,25.63,408.0,77.0,2.0,171.57142857142858,90.36666666666666,161.51146207298228,118.87358783622815
2022-05-19,P0001,408,89.6,36556.8,S005,2903,07-02-2022,S005,54.62,33.22,408.0,77.0,2.0,218.85714285714286,103.9,176.92694214602494,130.9625769131171
2022-05-20,P0001,408,89.6,36556.8,S005,2631,06-02-2022,S005,54.62,35.24,408.0,77.0,2.0,266.14285714285717,117.43333333333334,176.9269421460249,140.68592639300294
2022-05-21,P0001,77,70.33,5415.41,S005,4458,02-02-2022,S005,54.62,36.43,408.0,77.0,2.0,266.14285714285717,119.93333333333334,176.9269421460249,139.22270260104924
2022-05-22,P0001,42,31.79,1335.18,S002,2685,31-01-2022,S002,54.62,31.87,77.0,77.0,2.0,261.14285714285717,121.26666666666667,183.5342189451589,138.2423991383982
2022-05-23,P0001,42,31.79,1335.18,S002,4820,01-02-2022,S002,54.62,35.08,42.0,77.0,2.0,256.14285714285717,122.6,189.75811670951745,137.2416946799356
2022-05-24,P0001,42,31.79,1335.18,S002,2819,02-02-2022,S002,54.62,32.62,42.0,408.0,96.0,203.85714285714286,120.8,191.35867593904086,137.95486518273353
2022-05-25,P0001,57,21.01,1197.57,S003,2516,07-02-2022,S003,54.62,29.43,42.0,408.0,350.0,153.71428571428572,111.03333333333333,174.16535656832403,131.3840076693672
2022-05-26,P0001,57,21.01,1197.57,S003,2679,06-02-2022,S003,54.62,22.18,57.0,408.0,350.0,103.57142857142857,101.26666666666667,134.84170613829292,123.67140369525204
2022-05-27,P0001,57,21.01,1197.57,S003,1399,05-02-2022,S003,54.62,37.48,57.0,408.0,36.0,53.42857142857143,101.96666666666667,12.817398889234497,123.34825476683066
2022-05-28,P0001,57,21.01,1197.57,S003,3277,04-02-2022,S003,54.62,23.24,57.0,77.0,36.0,50.57142857142857,102.66666666666667,8.017837257374984,123.02013665651847
2022-05-29,P0001,57,21.01,1197.57,S003,1146,03-02-2022,S003,54.62,29.9,57.0,42.0,36.0,52.714285714285715,103.36666666666666,7.31925054711643,122.68700949509915
2022-05-30,P0001,57,21.01,1197.57,S003,4302,02-02-2022,S003,54.62,37.26,57.0,42.0,36.0,54.857142857142854,104.06666666666666,5.669467095141504,122.34883236716715
2022-05-31,P0001,57,21.01,1197.57,S003,2152,01-02-2022,S003,54.62,37.62,57.0,42.0,36.0,57.0,104.76666666666667,0.0,122.00556327997646
2022-06-01,P0001,57,21.01,1197.57,S003,2082,31-01-2022,S003,54.62,23.85,57.0,57.0,36.0,57.0,105.46666666666667,0.0,121.6571591309614
2022-06-02,P0001,42,31.79,1335.18,S002,2172,09-02-2022,S002,54.62,36.08,57.0,57.0,36.0,54.857142857142854,105.66666666666667,5.669467095141504,121.5438996421863
2022-06-03,P0001,271,15.62,4233.02,S004,4890,31-01-2022,S004,54.62,28.22,42.0,57.0,36.0,85.42857142857143,113.5,82.02003239627344,124.43742368673934
2022-06-04,P0001,271,15.62,4233.02,S004,1200,01-02-2022,S004,54.62,27.87,271.0,57.0,36.0,116.0,121.33333333333333,106.02672619045957,126.76541825106636
2022-06-05,P0001,271,15.62,4233.02,S004,2257,02-02-2022,S004,54.62,31.93,271.0,57.0,36.0,146.57142857142858,129.16666666666666,116.51302808821735,128.55860955981905
2022-06-06,P0001,271,15.62,4233.02,S004,1262,03-02-2022,S004,54.62,28.21,271.0,57.0,77.0,177.14285714285714,135.63333333333333,117.16715775823387,130.7053763327998
2022-06-07,P0001,271,15.62,4233.02,S004,4587,04-02-2022,S004,54.62,23.77,271.0,57.0,36.0,207.71428571428572,143.46666666666667,108.16763885394786,131.56740329274336
2022-06-08,P0001,271,15.62,4233.02,S004,3361,05-02-2022,S004,54.62,33.39,271.0,57.0,77.0,238.28571428571428,149.93333333333334,86.55386431911296,132.94824850899377
2022-06-09,P0001,271,15.62,4233.02,S004,3388,06-02-2022,S004,54.62,27.68,271.0,42.0,77.0,271.0,156.4,0.0,133.99243416623597
