Date,Product ID,Units Sold,Price,Revenue,Store ID,Stock Level,Restock_Date,Warehouse/Store ID,AvgPrice,Cost,day,month,year,day_of_week,is_weekend,season,is_festival,price_lag_1,price_lag_7,price_change_pct,discount_pct,sales_lag_1,sales_lag_7,sales_lag_30,rolling_sales_7,rolling_sales_30,demand_volatility,price_pct_change,demand_pct_change,price_elasticity,elasticity_class,inventory_ratio,days_to_stockout,low_stock_flag,overstock_flag,cost_price,profit_per_unit,profit_margin,weekend_price_interaction,season_discount_interaction,inventory_price_interaction
2022-01-01,10,144,58.31,8396.64,2,3734,31-01-2022,S003,57.14274509803922,39.48,1,1,2022,5,1,3,0,57.72,54.02,0.010221760221760282,0.010221760221760282,171.0,83.0,0.0,172.42857142857142,0.0,92.51820927589903,0.010221760221760245,-0.1578947368421053,-15.446922390722538,High Elastic,25.751724137931035,21.53047775947282,0,0,40.817,17.493000000000002,0.30000000000000004,58.31,0.0,1501.5830344827586
2022-01-01,9,6,88.54,531.24,2,3598,03-02-2022,S003,58.38823529411765,34.32,1,1,2022,5,1,3,0,58.31,85.81,0.5184359458068942,0.5184359458068942,144.0,264.0,0.0,135.57142857142858,0.0,100.9634540198534,0.5184359458068943,-0.9583333333333334,-1.8485086558606236,High Elastic,514.0,26.345188284518827,0,0,61.978,26.562000000000005,0.30000000000000004,88.54,0.0,45509.560000000005
2022-01-01,8,166,90.13,14961.58,3,2077,05-02-2022,S004,56.76176470588235,38.1,1,1,2022,5,1,3,0,88.54,28.02,0.01795798509148395,0.01795798509148395,6.0,263.0,0.0,121.71428571428571,0.0,86.12532396787505,0.01795798509148394,26.666666666666668,1484.9475890985436,Low Elastic,12.437125748502995,16.925494761350407,0,0,63.090999999999994,27.039,0.30000000000000004,90.13,0.0,1120.9581437125748
2022-01-01,7,46,96.55,4441.3,1,1920,05-02-2022,S002,54.893137254901966,26.46,1,1,2022,5,1,3,0,90.13,40.8,0.0712304449129036,0.0712304449129036,166.0,6.0,0.0,127.42857142857143,0.0,78.12352855757167,0.07123044491290353,-0.7228915662650602,-10.14863191082086,High Elastic,40.851063829787236,14.949944382647384,0,0,67.585,28.965000000000003,0.30000000000000004,96.55,0.0,3944.1702127659573
2022-01-01,6,246,87.6,21549.6,3,1502,01-02-2022,S004,57.154705882352935,28.36,1,1,2022,5,1,3,0,96.55,52.47,-0.09269808389435528,-0.09269808389435528,46.0,124.0,0.0,144.85714285714286,0.0,89.94522142472529,-0.0926980838943553,4.3478260869565215,-46.903084770463906,High Elastic,6.080971659919029,10.297747306562194,0,0,61.31999999999999,26.28,0.30000000000000004,87.6,-0.0,532.6931174089069
2022-01-01,3,307,10.74,3297.18,0,1143,08-02-2022,S001,59.90313725490196,34.86,1,1,2022,5,1,3,0,87.6,22.58,-0.8773972602739727,-0.8773972602739727,246.0,235.0,0.0,155.14285714285714,0.0,104.85295826605399,-0.8773972602739726,0.24796747967479682,-0.28261711188540467,Low Elastic,3.711038961038961,7.320219579139982,0,0,7.518,3.2220000000000004,0.30000000000000004,10.74,-0.0,39.85655844155844
2022-01-01,5,102,23.47,2393.94,3,2757,06-02-2022,S004,57.11627450980392,25.47,1,1,2022,5,1,3,0,10.74,57.72,1.185288640595903,1.0,307.0,171.0,0.0,145.28571428571428,0.0,106.34646881101145,1.1852886405959029,-0.6677524429967427,-0.5633669471944242,Medium Elastic,26.766990291262136,18.8466796875,0,0,16.429,7.041,0.30000000000000004,23.47,0.0,628.2212621359223
2022-01-01,2,153,18.67,2856.51,0,4675,06-02-2022,S001,52.47,23.77,1,1,2022,5,1,3,0,23.47,58.31,-0.20451640391989764,-0.20451640391989764,102.0,144.0,0.0,146.57142857142858,0.0,106.38273221855941,-0.20451640391989767,0.5,-2.4447916666666676,High Elastic,30.357142857142858,31.679574056147143,0,1,13.069,5.601000000000001,0.30000000000000004,18.67,-0.0,566.7678571428572
2022-01-01,18,33,31.44,1037.52,4,4298,03-02-2022,S005,55.3658,34.62,1,1,2022,5,1,3,0,18.67,88.54,0.6839850026780931,0.6839850026780931,153.0,6.0,0.0,150.42857142857142,0.0,100.77839904605409,0.6839850026780931,-0.7843137254901961,-1.1466826354660895,High Elastic,126.41176470588235,28.38301886792453,0,1,22.008,9.432000000000002,0.30000000000000004,31.44,0.0,3974.3858823529413
2022-01-01,4,112,31.47,3524.64,4,4522,08-02-2022,S005,58.20862745098039,37.25,1,1,2022,5,1,3,0,31.44,90.13,0.0009541984732823658,0.0009541984732823658,33.0,166.0,0.0,142.71428571428572,0.0,101.45231110512677,0.000954198473282375,2.393939393939394,2508.8484848486632,Low Elastic,40.017699115044245,31.465208747514907,0,1,22.028999999999996,9.441000000000003,0.3000000000000001,31.47,0.0,1259.3569911504424
2022-01-02,1,124,37.38,4635.12,0,1563,02-02-2022,S001,62.52392156862745,26.59,2,1,2022,6,1,3,0,31.47,96.55,0.18779790276453778,0.18779790276453778,112.0,46.0,0.0,153.85714285714286,0.0,92.9900148249416,0.18779790276453778,0.1071428571428572,0.5705221174764321,Low Elastic,12.504,10.093173431734318,0,0,26.166,11.214000000000002,0.30000000000000004,37.38,0.0,467.39952
2022-01-02,6,246,87.6,21549.6,3,3435,31-01-2022,S004,57.154705882352935,25.28,2,1,2022,6,1,3,0,37.38,87.6,1.3434991974317814,1.0,124.0,246.0,0.0,153.85714285714286,0.0,92.9900148249416,1.3434991974317816,0.9838709677419355,0.7323197286776892,Low Elastic,13.906882591093117,22.181734317343174,0,0,61.31999999999999,26.28,0.30000000000000004,87.6,0.0,1218.242914979757
2022-01-02,8,166,90.13,14961.58,3,3049,03-02-2022,S004,56.76176470588235,26.04,2,1,2022,6,1,3,0,87.6,10.74,0.0288812785388128,0.0288812785388128,246.0,307.0,0.0,133.71428571428572,0.0,65.49481986059224,0.028881278538812838,-0.3252032520325203,-11.2600019280825,High Elastic,18.25748502994012,22.633085896076352,0,0,63.090999999999994,27.039,0.30000000000000004,90.13,0.0,1645.547125748503
2022-01-02,3,298,41.52,12372.96,1,3445,08-02-2022,S002,59.90313725490196,31.12,2,1,2022,6,1,3,0,90.13,23.47,-0.5393320758903805,-0.5393320758903805,166.0,102.0,0.0,161.71428571428572,0.0,87.78138429400296,-0.5393320758903806,0.7951807228915662,-1.4743805503850413,High Elastic,11.521739130434783,21.17208077260755,0,0,29.064,12.456000000000003,0.30000000000000004,41.52,-0.0,478.3826086956522
2022-01-02,9,143,23.73,3393.39,3,3061,31-01-2022,S004,58.38823529411765,40.64,2,1,2022,6,1,3,0,41.52,18.67,-0.4284682080924856,-0.4284682080924856,298.0,153.0,0.0,160.28571428571428,0.0,88.02786355413133,-0.42846820809248554,-0.5201342281879195,1.2139389069343687,Low Elastic,21.256944444444443,18.978742249778566,0,0,16.611,7.119,0.3,23.73,-0.0,504.42729166666663
2022-01-02,18,45,15.25,686.25,1,4486,09-02-2022,S002,55.3658,24.1,2,1,2022,6,1,3,0,23.73,31.44,-0.35735356089338394,-0.35735356089338394,143.0,33.0,0.0,162.0,0.0,85.20758964630636,-0.3573535608933839,-0.6853146853146853,1.9177497031270618,Low Elastic,97.52173913043478,27.521472392638035,0,1,10.674999999999999,4.575000000000001,0.30000000000000004,15.25,-0.0,1487.2065217391305
2022-01-02,10,144,58.31,8396.64,2,1418,01-02-2022,S003,57.14274509803922,38.43,2,1,2022,6,1,3,0,15.25,31.47,2.8236065573770492,1.0,45.0,112.0,0.0,166.57142857142858,0.0,82.905281582573,2.8236065573770492,2.2,0.77914537854157,Low Elastic,9.779310344827586,8.462063086104006,0,0,40.817,17.493000000000002,0.30000000000000004,58.31,0.0,570.2315862068965
2022-01-02,2,98,44.68,4378.64,3,2687,07-02-2022,S004,52.47,24.9,2,1,2022,6,1,3,0,58.31,37.38,-0.23375064311438865,-0.23375064311438865,144.0,124.0,0.0,162.85714285714286,0.0,85.66685195458932,-0.23375064311438865,-0.3194444444444444,1.3666034890356238,Low Elastic,27.141414141414142,16.39843068875327,0,0,31.275999999999996,13.404000000000003,0.3000000000000001,44.68,-0.0,1212.6783838383838
2022-01-02,11,171,57.72,9870.12,4,4986,07-02-2022,S005,58.3956862745098,33.63,2,1,2022,6,1,3,0,44.68,87.6,0.2918531781557744,0.2918531781557744,98.0,246.0,0.0,152.14285714285714,0.0,77.87046631303502,0.2918531781557743,0.7448979591836735,2.552303743583324,Low Elastic,28.988372093023255,32.55783582089553,0,1,40.403999999999996,17.316000000000003,0.30000000000000004,57.72,0.0,1673.2088372093021
2022-01-02,7,244,63.54,15503.76,1,4234,08-02-2022,S002,54.893137254901966,27.67,2,1,2022,6,1,3,0,57.72,90.13,0.10083160083160084,0.10083160083160084,171.0,166.0,0.0,163.28571428571428,146.6,85.40045723084916,0.10083160083160081,0.42690058479532156,4.233797552299994,Low Elastic,17.281632653061223,25.77217391304348,0,1,44.477999999999994,19.062000000000005,0.3000000000000001,63.54,0.0,1098.0749387755102
2022-01-02,4,112,31.47,3524.64,4,3956,09-02-2022,S005,58.20862745098039,36.0,2,1,2022,6,1,3,0,63.54,41.52,-0.5047214353163362,-0.5047214353163362,244.0,298.0,127.0,136.71428571428572,146.1,62.3156328318833,-0.5047214353163362,-0.540983606557377,1.071845910840528,Low Elastic,35.008849557522126,28.72614107883817,0,0,22.028999999999996,9.441000000000003,0.3000000000000001,31.47,-0.0,1101.7284955752214
2022-01-02,16,348,53.02,18450.96,0,2081,06-02-2022,S001,52.1358,21.81,2,1,2022,6,1,3,0,31.47,23.73,0.6847791547505563,0.6847791547505563,112.0,143.0,46.0,166.0,156.16666666666666,101.56935233294212,0.6847791547505562,2.107142857142857,3.0771130261849517,Low Elastic,5.962750716332378,12.461077844311378,0,0,37.114,15.906000000000006,0.3000000000000001,53.02,0.0,316.14504297994273
2022-01-02,17,270,46.93,12671.1,3,4810,01-02-2022,S004,57.3886,29.61,2,1,2022,6,1,3,0,53.02,15.25,-0.11486231610712944,-0.11486231610712944,348.0,45.0,85.0,198.14285714285714,162.33333333333334,92.05148662827884,-0.11486231610712949,-0.22413793103448276,1.9513617575448712,Low Elastic,17.74907749077491,24.15351506456241,0,1,32.851,14.079,0.3,46.93,-0.0,832.9642066420664
2022-01-02,19,124,52.47,6506.28,0,1130,31-01-2022,S001,56.9964,27.78,2,1,2022,6,1,3,0,46.93,58.31,0.11804815682932025,0.11804815682932025,270.0,144.0,83.0,195.28571428571428,163.7,94.29512940004608,0.11804815682932035,-0.5407407407407407,-4.580679235191868,High Elastic,9.04,5.756914119359535,0,0,36.729,15.741,0.3,52.47,0.0,474.32879999999994
2022-01-02,15,347,98.18,34068.46,2,2267,31-01-2022,S003,54.23431372549019,36.69,2,1,2022,6,1,3,0,52.47,44.68,0.87116447493806,0.87116447493806,124.0,98.0,264.0,230.85714285714286,166.46666666666667,98.35722066601349,0.87116447493806,1.7983870967741935,2.0643485225933476,Low Elastic,6.514367816091954,9.777572396796057,0,0,68.726,29.454000000000008,0.30000000000000004,98.18,0.0,639.580632183908
2022-01-02,14,264,85.81,22653.84,4,3613,31-01-2022,S005,56.78431372549019,35.85,2,1,2022,6,1,3,0,98.18,57.72,-0.12599307394581385,-0.12599307394581385,347.0,171.0,263.0,244.14285714285714,166.5,95.15325983455783,-0.12599307394581383,-0.239193083573487,1.8984621621054933,Low Elastic,13.633962264150943,14.738344988344988,0,0,60.067,25.743000000000002,0.3,85.81,-0.0,1169.9303018867924
2022-01-02,12,75,40.27,3020.25,4,2648,03-02-2022,S005,56.28823529411764,28.8,2,1,2022,6,1,3,0,85.81,63.54,-0.530707376762615,-0.530707376762615,264.0,244.0,6.0,220.0,168.8,114.64001628285537,-0.530707376762615,-0.7159090909090908,1.3489714337046352,Low Elastic,34.8421052631579,11.981900452488688,0,0,28.189,12.081000000000003,0.30000000000000004,40.27,-0.0,1403.0915789473686
2022-01-02,13,87,23.4,2035.8,1,1114,07-02-2022,S002,56.10098039215686,31.24,2,1,2022,6,1,3,0,40.27,31.47,-0.4189222746461386,-0.4189222746461386,75.0,112.0,124.0,216.42857142857142,167.56666666666666,118.87648652117481,-0.4189222746461386,0.15999999999999992,-0.3819324244220507,Medium Elastic,12.659090909090908,5.123521681997373,0,0,16.38,7.02,0.3,23.4,-0.0,296.22272727272724
2022-01-02,5,273,79.38,21670.74,1,3811,09-02-2022,S002,57.11627450980392,23.23,2,1,2022,6,1,3,0,23.4,53.02,2.3923076923076922,1.0,87.0,348.0,235.0,205.71428571428572,168.83333333333334,107.91619323301191,2.3923076923076922,2.1379310344827585,0.8936689211664264,Low Elastic,13.908759124087592,18.436074637180372,0,0,55.565999999999995,23.814,0.30000000000000004,79.38,0.0,1104.077299270073
2022-01-02,0,23,24.71,568.33,3,3388,06-02-2022,S004,54.62,27.68,2,1,2022,6,1,3,0,79.38,46.93,-0.6887125220458553,-0.6887125220458553,273.0,270.0,171.0,170.42857142857142,163.9,122.75430358084819,-0.6887125220458554,-0.9157509157509157,1.329656259233724,Low Elastic,141.16666666666666,19.763333333333335,0,0,17.297,7.413,0.3,24.71,-0.0,3488.228333333333
2022-01-03,12,6,40.8,244.8,3,3565,04-02-2022,S004,56.28823529411764,23.24,3,1,2022,0,0,3,0,24.71,52.47,0.6511533791987048,0.6511533791987048,23.0,124.0,144.0,153.57142857142858,159.3,137.41889382815,0.6511533791987048,-0.7391304347826086,-1.1351095738644044,High Elastic,509.2857142857143,23.063770794824396,0,0,28.559999999999995,12.240000000000002,0.30000000000000004,0.0,0.0,20778.85714285714
2022-01-03,2,65,60.75,3948.75,1,3082,07-02-2022,S002,52.47,22.03,3,1,2022,0,0,3,0,40.8,98.18,0.4889705882352942,0.4889705882352942,6.0,347.0,6.0,113.28571428571429,161.26666666666668,109.8282208507361,0.48897058823529416,9.833333333333334,20.11027568922306,Low Elastic,46.696969696969695,26.967499999999998,0,0,42.525,18.225,0.30000000000000004,0.0,0.0,2836.840909090909
2022-01-03,18,45,15.25,686.25,1,3539,08-02-2022,S002,55.3658,31.79,3,1,2022,0,0,3,0,60.75,85.81,-0.7489711934156379,-0.7489711934156379,65.0,264.0,166.0,82.0,157.23333333333332,88.94755008805258,-0.7489711934156378,-0.3076923076923077,0.4108199492814878,Low Elastic,76.93478260869566,42.63855421686747,0,0,10.674999999999999,4.575000000000001,0.30000000000000004,0.0,-0.0,1173.2554347826087
2022-01-03,1,124,37.38,4635.12,0,3777,03-02-2022,S001,62.52392156862745,34.98,3,1,2022,0,0,3,0,15.25,40.27,1.4511475409836068,1.0,45.0,75.0,46.0,89.0,159.83333333333334,90.22379582645198,1.4511475409836065,1.7555555555555555,1.209770547773259,Low Elastic,30.216,41.96666666666667,0,0,26.166,11.214000000000002,0.30000000000000004,0.0,0.0,1129.4740800000002
2022-01-03,19,91,66.76,6075.16,4,4183,03-02-2022,S005,56.9964,35.7,3,1,2022,0,0,3,0,37.38,23.4,0.7859818084537186,0.7859818084537186,124.0,87.0,246.0,89.57142857142857,154.66666666666666,90.2216846492701,0.7859818084537187,-0.2661290322580645,-0.3385943916203693,Medium Elastic,45.46739130434783,46.18454258675079,0,1,46.732,20.028000000000006,0.30000000000000004,0.0,0.0,3035.403043478261
2022-01-03,13,87,23.4,2035.8,1,2470,06-02-2022,S002,56.10098039215686,31.4,3,1,2022,0,0,3,0,66.76,79.38,-0.6494907130017975,-0.6494907130017975,91.0,273.0,307.0,63.0,147.33333333333334,41.34811563622476,-0.6494907130017975,-0.04395604395604391,0.06767770974413034,Low Elastic,28.068181818181817,38.59375,0,0,16.38,7.02,0.3,0.0,-0.0,656.7954545454545
2022-01-03,9,206,92.01,18954.06,3,4050,05-02-2022,S004,58.38823529411765,29.46,3,1,2022,0,0,3,0,23.4,24.71,2.9320512820512827,1.0,87.0,23.0,102.0,89.14285714285714,150.8,63.66953371754408,2.9320512820512823,1.367816091954023,0.4665048324110791,Low Elastic,19.565217391304348,44.92868462757528,0,1,64.407,27.60300000000001,0.3000000000000001,0.0,0.0,1800.1956521739132
2022-01-03,8,166,90.13,14961.58,3,2495,02-02-2022,S004,56.76176470588235,28.83,3,1,2022,0,0,3,0,92.01,40.8,-0.020432561678078574,-0.020432561678078574,206.0,6.0,153.0,112.0,151.23333333333332,57.24217559340869,-0.02043256167807861,-0.19417475728155342,9.503201817806175,Low Elastic,14.940119760479043,22.079646017699115,0,0,63.090999999999994,27.039,0.30000000000000004,0.0,-0.0,1346.5529940119761
2022-01-03,14,172,55.77,9592.44,0,2275,01-02-2022,S001,56.78431372549019,33.5,3,1,2022,0,0,3,0,90.13,60.75,-0.3812271163874403,-0.3812271163874403,166.0,65.0,33.0,127.28571428571429,155.86666666666667,56.88501350887363,-0.38122711638744033,0.03614457831325302,-0.09481114212379205,Low Elastic,13.15028901734104,17.733853006681514,0,0,39.039,16.731,0.3,0.0,-0.0,733.3916184971098
2022-01-03,15,347,98.18,34068.46,2,3278,01-02-2022,S003,54.23431372549019,25.63,3,1,2022,0,0,3,0,55.77,15.25,0.7604446835216067,0.7604446835216067,172.0,45.0,112.0,170.42857142857142,163.7,89.33990736294189,0.7604446835216065,1.0174418604651163,1.3379564385319391,Low Elastic,9.419540229885058,19.12166666666667,0,0,68.726,29.454000000000008,0.30000000000000004,0.0,0.0,924.810459770115
2022-01-03,7,46,96.55,4441.3,1,3652,07-02-2022,S002,54.893137254901966,35.05,3,1,2022,0,0,3,0,98.18,37.38,-0.01660215929924638,-0.01660215929924638,347.0,124.0,124.0,159.28571428571428,161.1,100.28910589842123,-0.016602159299246355,-0.8674351585014409,52.24833365746693,Low Elastic,77.70212765957447,22.784313725490197,0,0,67.585,28.965000000000003,0.30000000000000004,0.0,-0.0,7502.140425531915
2022-01-03,16,348,53.02,18450.96,0,2630,07-02-2022,S001,52.1358,33.85,3,1,2022,0,0,3,0,96.55,66.76,-0.45085447954427754,-0.45085447954427754,46.0,91.0,246.0,196.0,164.5,116.80610714627325,-0.4508544795442775,6.565217391304348,-14.561721551353891,High Elastic,7.535816618911174,13.350253807106599,0,0,37.114,15.906000000000006,0.3000000000000001,0.0,-0.0,399.5489971346705
2022-01-03,11,171,57.72,9870.12,4,3703,05-02-2022,S005,58.3956862745098,34.59,3,1,2022,0,0,3,0,53.02,23.4,0.08864579403998482,0.08864579403998482,348.0,87.0,166.0,208.0,164.66666666666666,107.70174867042165,0.08864579403998474,-0.5086206896551724,-5.737674247982403,High Elastic,21.52906976744186,17.717703349282296,0,0,40.403999999999996,17.316000000000003,0.30000000000000004,0.0,0.0,1242.6579069767442
2022-01-03,10,144,58.31,8396.64,2,4680,04-02-2022,S003,57.14274509803922,36.18,3,1,2022,0,0,3,0,57.72,92.01,0.010221760221760282,0.010221760221760282,171.0,206.0,298.0,199.14285714285714,159.53333333333333,110.4089799660465,0.010221760221760245,-0.1578947368421053,-15.446922390722538,High Elastic,32.275862068965516,23.383297644539613,0,1,40.817,17.493000000000002,0.30000000000000004,0.0,0.0,1882.0055172413793
2022-01-03,5,8,53.35,426.8,0,4140,08-02-2022,S001,57.11627450980392,35.47,3,1,2022,0,0,3,0,58.31,90.13,-0.0850625964671583,-0.0850625964671583,144.0,166.0,143.0,176.57142857142858,155.03333333333333,132.2949446538014,-0.0850625964671583,-0.9444444444444444,11.102934587813618,Low Elastic,460.0,23.31456154465004,0,1,37.345,16.005000000000003,0.30000000000000004,0.0,-0.0,24541.0
2022-01-03,3,307,10.74,3297.18,0,1504,09-02-2022,S001,59.90313725490196,34.44,3,1,2022,0,0,3,0,53.35,55.77,-0.7986879100281162,-0.7986879100281162,8.0,172.0,45.0,195.85714285714286,163.76666666666668,141.06668467008618,-0.7986879100281162,37.375,-46.79549988265665,High Elastic,4.883116883116883,7.6400580551523944,0,0,7.518,3.2220000000000004,0.30000000000000004,0.0,-0.0,52.44467532467532
2022-01-03,17,235,22.58,5306.3,4,2958,08-02-2022,S005,57.3886,38.39,3,1,2022,0,0,3,0,10.74,98.18,1.1024208566108005,1.0,307.0,347.0,144.0,179.85714285714286,166.8,126.685211675013,1.1024208566108005,-0.23452768729641693,-0.21273879742935123,Low Elastic,12.533898305084746,16.355450236966824,0,0,15.805999999999997,6.774000000000001,0.30000000000000004,0.0,0.0,283.0154237288135
2022-01-03,4,298,82.07,24456.86,2,2843,03-02-2022,S003,58.20862745098039,30.24,3,1,2022,0,0,3,0,22.58,96.55,2.6346324180690877,1.0,235.0,46.0,98.0,215.85714285714286,173.46666666666667,117.80128546473026,2.6346324180690877,0.2680851063829788,0.10175427302282167,Low Elastic,9.508361204013378,13.110013175230566,0,0,57.44899999999999,24.621000000000002,0.30000000000000004,0.0,0.0,780.3512040133778
2022-01-03,6,172,13.51,2323.72,0,1373,10-02-2022,S001,57.154705882352935,34.73,3,1,2022,0,0,3,0,82.07,53.02,-0.835384427927379,-0.835384427927379,298.0,348.0,171.0,190.71428571428572,173.5,102.71272930803056,-0.835384427927379,-0.42281879194630867,0.5061367890174089,Low Elastic,7.936416184971098,7.161698956780923,0,0,9.456999999999999,4.053000000000001,0.30000000000000004,0.0,-0.0,107.22098265895954
2022-01-03,0,22,74.16,1631.52,3,4890,31-01-2022,S004,54.62,28.22,3,1,2022,0,0,3,0,13.51,57.72,4.4892672094744634,1.0,172.0,171.0,244.0,169.42857142857142,166.1,121.24610941229841,4.4892672094744634,-0.872093023255814,-0.1942617764911137,Low Elastic,212.6086956521739,28.692372170997487,0,1,51.91199999999999,22.248000000000005,0.3000000000000001,0.0,0.0,15767.060869565215
2022-01-04,19,91,66.76,6075.16,4,3434,08-02-2022,S005,56.9964,24.26,4,1,2022,1,0,3,0,74.16,58.31,-0.09978425026968706,-0.09978425026968706,22.0,144.0,112.0,161.85714285714286,165.4,124.70422148886077,-0.09978425026968707,3.1363636363636367,-31.431449631449663,High Elastic,37.32608695652174,21.0859649122807,0,0,46.732,20.028000000000006,0.30000000000000004,0.0,-0.0,2491.8895652173915
2022-01-04,11,224,98.66,22099.84,4,2683,08-02-2022,S005,58.3956862745098,38.35,4,1,2022,1,0,3,0,66.76,53.35,0.47783103654883147,0.47783103654883147,91.0,8.0,348.0,192.71428571428572,161.26666666666668,105.53943068148239,0.4778310365488314,1.4615384615384617,3.058693031106826,Low Elastic,11.924444444444445,13.850294985250738,0,0,69.062,29.598,0.3,0.0,0.0,1176.465688888889
2022-01-04,9,85,94.98,8073.3,0,4777,04-02-2022,S001,58.38823529411765,24.95,4,1,2022,1,0,3,0,98.66,10.74,-0.037299817555240145,-0.037299817555240145,224.0,307.0,270.0,161.0,155.1,98.60020283954788,-0.037299817555240145,-0.6205357142857143,16.63642760093171,Low Elastic,55.54651162790697,29.487654320987655,0,1,66.486,28.494,0.3,0.0,-0.0,5275.807674418605
2022-01-04,3,79,40.63,3209.77,0,4190,10-02-2022,S001,59.90313725490196,37.12,4,1,2022,1,0,3,0,94.98,22.58,-0.5722257317329964,-0.5722257317329964,85.0,235.0,124.0,138.71428571428572,153.6,96.69835277072411,-0.5722257317329964,-0.07058823529411762,0.12335732453054814,Low Elastic,52.375,29.98977505112474,0,1,28.441,12.189000000000004,0.30000000000000004,0.0,-0.0,2127.99625
